title,author,pub_year,venue,abstract
A comparison of isozyme and quantitative genetic variation in Pinus contorta ssp. latifolia by FST,"['RC Yang', 'FC Yeh', 'AD Yanchuk']",1996,Genetics,"We employed F-statistics to analyze quantitative and isozyme variation among five populations of Pinus contorta ssp. latifolia, a wind-pollinated outcrossing conifer with wide and continuous distribution in west North America. Estimates of population differentiation (F"
Piscivory limits diversification of feeding morphology in centrarchid fishes,"['DC Collar', ""BC O'Meara""]",2009,… International Journal of …,"Proximity to an adaptive peak influences a lineage's potential to diversify. We tested whether piscivory, a high quality but functionally demanding trophic strategy, represents an adaptive peak that limits morphological diversification in the teleost fish clade, Centrarchidae. We"
How do flowers diverge?,"['P Wilson', 'JD Thomson']",1996,Floral biology,"Darwin's orchid book (1862) has been cited as his first detailed example of how to study evolution (Ghiselin, 1969; Gould, 1986). The book starts as a presentation of observations showing that the morphology of orchids is, in most cases, wonderfully well"
Demographic and genetic constraints on evolution,"['R Gomulkiewicz', 'D Houle']",2009,The American Naturalist,Populations unable to evolve to selectively favored states are constrained. Genetic constraints occur when additive genetic variance in selectively favored directions is absent (absolute constraints) or present but small (quantitative constraints). Quantitative—unlike
A model for the coevolution of resistance and virulence in coupled host–parasitoid interactions,"['A Sasaki', 'HCJ Godfray']",1999,… of the Royal Society of London …,"A coevolutionary model is developed of the interaction between a host and an internal parasitoid, where the outcome of parasitism depends upon the extent to which individual hosts invest in resistance mechanisms and individual parasitoids in countermeasures"
Adaptation to marginal habitats by evolution of increased phenotypic plasticity,"['LM Chevin', 'R Lande']",2011,Journal of evolutionary biology,"In an island population receiving immigrants from a larger continental population, gene flow causes maladaptation, decreasing mean fitness and producing continued directional selection to restore the local mean phenotype to its optimum. We show that this causes"
Uncovering evolutionary patterns of gene expression using microarrays,"['JM Ranz', 'CA Machado']",2006,Trends in Ecology & Evolution,"The advent of microarray technology is providing new insights into fundamental questions in evolutionary biology. Here, we review the recent literature on the use of microarrays to study the evolution of genome-wide patterns of gene expression within and between species"
"Phenotypic plasticity, sexual selection and the evolution of colour patterns",['TD Price'],2006,Journal of Experimental Biology,"When a population comes to occupy a new environment, phenotypically plastic responses alter the distribution of phenotypes, and hence affect both the direction and the intensity of selection. Rates of evolution can be accelerated or retarded compared to what would"
Population dynamics and evolutionary processes: the manifold roles of habitat selection,['RD Holt'],1987,Evolutionary Ecology,Any character that has a substantial effect on a species' distribution and abundance can exert a variety of indirect effects on evolutionary processes. It is suggested that an organism's capacity for habitat selection is just such a character. Habitat selection can
When does coevolution promote diversification?,"['JB Yoder', 'SL Nuismer']",2010,The American Naturalist,"Coevolutionary interactions between species are thought to be an important cause of evolutionary diversification. Despite this general belief, little theoretical basis exists for distinguishing between the types of interactions that promote diversification and those types"
The comparison of quantitative genetic parameters between populations,['RG Shaw'],1991,Evolution,"A statistical method for comparing matrices of genetic variation and covariation between groups (eg, species, populations, a single population grown in distinct environments) is proposed. This maximum‐likelihood method provides a test of the overall null hypothesis"
Rate tests for selection on quantitative characters during macroevolution and microevolution,"['M Turelli', 'JH Gillespie', 'R Lande']",1988,Evolution,"Evolutionary biologists are increasingly interested in testing alternative models rather than simply presenting plausible explanations for their observations. Although most biologists agree that significant phenotypic changes cannot occur without natural selection, it is useful"
On the relationship between quantitative genetic and ESS models,"['PA Abrams', 'Y Harada', 'H Matsuda']",1993,Evolution,Two recent articles in this journal have dis-cussed the relationship between quantitative genetic models and evolutionarily stable strategy (ESS) models of the evolution of continuous traits. Charlesworth (1990) compared the equilibrium conditions produced by the
The adaptive dynamics of consumer choice,['PA Abrams'],1999,The American Naturalist,"This article uses mathematical models to investigate the consequences of noninstantaneous choice between two prey types by a predator. The models are characterized by three features: sustained cycles in predator and prey population sizes, a trade-off between the"
Adaptive divergence and the evolution of reproductive isolation in the wild: an empirical demonstration using introduced sockeye salmon,['AP Hendry'],2001,"Microevolution Rate, Pattern, Process",Populations exposed to different ecological environments should diverge for phenotypic traits that influence survival and reproduction. This adaptive divergence should reduce gene flow between populations because immigrants become less fit than residents and because
Effect of artificial selection on male colour patterns on mating preference of female guppies,['AE Houde'],1994,Proceedings of the Royal Society of London …,"Theoretical models predict that the evolution of female mating preference may depend on a genetic correlation with the male traits on which preference depends. This correlation has been the subject of controversy, and has been demonstrated to exist in only a few cases"
Evolution as a critical component of plankton dynamics,"['GF Fussmann', 'SP Ellner']",2003,Proceedings of the …,Microevolution is typically ignored as a factor directly affecting ongoing population dynamics. We show here that density–dependent natural selection has a direct and measurable effect on a planktonic predator–prey interaction. We kept populations of
The concept of fitness in fluctuating environments,"['BE Sæther', 'S Engen']",2015,Trends in ecology & evolution,"Fitness is a central concept in evolutionary biology, but there is no unified definition. We review recent theoretical developments showing that including fluctuating environments and density dependence has important implications for how differences among phenotypes in"
Studying phenotypic evolution using multivariate quantitative genetics,['K McGUIGAN'],2006,Molecular ecology,"Quantitative genetics provides a powerful framework for studying phenotypic evolution and the evolution of adaptive genetic variation. Central to the approach is G, the matrix of additive genetic variances and covariances. G summarizes the genetic basis of the traits and"
When does the good of the group override the advantage of the individual?,['EG Leigh'],1983,Proceedings of the National Academy of …,"In a system of N populations of n reproductive individuals apiece, in which each population has constant variance v 2 and lasts L generations, group selection on a quantitative character has a reasonable chance of overriding selection within populations if (and only if)"
Rates of evolution,['SM Stanley'],1985,Paleobiology,"For some higher taxa, species can be identified in the fossil record with a high degree of reliability. The great geological durations of species indicate that phyletic evolution is normally so slow that little change occurs within a lineage during 105–107 generations"
Evolution via strategy dynamics,"['TL Vincent', 'Y Cohen', 'JS Brown']",1993,Theoretical Population Biology,"Consider a community of various species newly introduced into a stable environment. Evolutionary processes acting on this community will produce, over time, a community of surviving species. Methods for predicting the evolutionarily stable strategies (ESSs) used by"
Mechanistic models for the seed shadows of wind-dispersed plants,['M Andersen'],1991,The American Naturalist,"I present four models for the seed shadow of an individual plant. Of these, two (the tilted-plume and Godson models) are already extant in the literature and take the form of partial differential equations based on considerations of the fluxes of suspended seeds. The other"
How similar are genetic correlation structures? Data from mice and rats,"['LAP Kohn', 'WR Atchley']",1988,Evolution,"An integral assumption of many models of morphometric evolution is the equality of the genetic variance‐covariance structure across evolutionary time. To examine this assumption, the quantitative‐genetic aspects of morphometric form are examined for eight"
Statistical tests for natural selection on quantitative characters,['R Lande'],1977,Evolution,Much more precise information can be obtained from replicated experimental populations kept in different environmental treatments. Effective pop-ulation sizes can be measured and genetic and environmental effects can be separated. By comparing the observed genetic
Using genetic markers to directly estimate male selection gradients,"['MT Morgan', 'JK Conner']",2001,Evolution,We present an analysis of Raphanus raphanistrum and simulations illustrating the utility of directly estimating male phenotypic selection gradients using genetic markers. The method offers a much more refined characterization of selection than attempting to assign paternity
Close correspondence between quantitative-and molecular-genetic divergence times for Neandertals and modern humans,"['TD Weaver', 'CC Roseman']",2008,Proceedings of the …,"Recent research has shown that genetic drift may have produced many cranial differences between Neandertals and modern humans. If this is the case, then it should be possible to estimate population genetic parameters from Neandertal and modern human cranial"
"Variability, evolutionary rates, and allometry in dwarfing lineages","['LG Marshall', 'RS Corruccini']",1978,Paleobiology,Evolutionary “dwarfism” or “nanism” is the phenomenon in which a significant decrease in mean body size of a lineage (an ancestral-descendant sequence of populations) occurs through time. A detailed analysis of several Late Quaternary dwarfed marsupial lineages
The evolution of sexual dimorphism in the house finch. I. Population divergence in morphological covariance structure,"['AV Badyaev', 'GE Hill']",2000,Evolution,Patterns of genetic variation and covariation strongly affect the rate and direction of evolutionary change by limiting the amount and form of genetic variation available to natural selection. We studied evolution of morphological variance‐covariance structure among
Model adequacy and the macroevolution of angiosperm functional traits,"['MW Pennell', 'RG FitzJohn', 'WK Cornwell']",2015,The American …,Making meaningful inferences from phylogenetic comparative data requires a meaningful model of trait evolution. It is thus important to determine whether the model is appropriate for the data and the question being addressed. One way to assess this is to ask whether the
Estimation of ancestral states of continuous characters: a computer simulation study,['EP Martins'],1999,Systematic Biology,"In systematics, we usually estimate an? cestral phenotypes of morphological and molecular characters measured as categor? ical or"" state"" variables. Ancestral estima? tion has also been important in the stud? ies of animal behavior, physiology, ecology, and other areas of"
The community effects of phenotypic and genetic variation within a predator population,"['SJ Schreiber', 'R Bürger', 'DI Bolnick']",2011,Ecology,"Natural populations are heterogeneous mixtures of individuals differing in physiology, morphology, and behavior. Despite the ubiquity of phenotypic variation within natural populations, its effects on the dynamics of ecological communities are not well understood"
Rates of evolution,['PD Gingerich'],2009,"Annual Review of Ecology, Evolution, and …","Darwin thought evolution is slow. Evolution is slow on long time scales, but the fundamental process works on a generation-to-generation scale, not long time scales. Phenotypic variation is geometric normal, with normality reflecting its underlying polygenic source; ln"
Quantitative genetics and selection in natural populations: microevolution of vertebral numbers in the garter snake Thamnophis elegans,['SJ Arnold'],1988,… of the second international conference on …,
Evolutionary optimisation models and matrix games in the unified perspective of adaptive dynamics,"['G Meszena', 'E Kisdi', 'U Dieckmann', 'SAH Geritz']",2002,Selection,"Matrix game theory and optimisation models offer two radically different perspectives on the outcome of evolution. Optimisation models consider frequency-independent selection and envisage evolution as a hill-climbing process on a constant fitness landscape, with the"
Using phylogenies to test macroevolutionary hypotheses of trait evolution in cranes (Gruinae),"['AØ Mooers', 'SM Vamosi']",1999,The American …,"We present a novel phylogenetic approach to the study of trait evolution. We compare explicit models describing the evolution of phenotypic characters over the phylogeny of a group, employing a method that avoids point estimates of ancestor reconstructions (see"
Limits to adaptation along environmental gradients,"['J Polechová', 'NH Barton']",2015,Proceedings of the National …,"Why do species not adapt to ever-wider ranges of conditions, gradually expanding their ecological niche and geographic range? Gene flow across environments has two conflicting effects: although it increases genetic variation, which is a prerequisite for adaptation, gene"
Assessing rapid evolution in a changing environment,"['N Salamin', 'RO Wüest', 'S Lavergne', 'W Thuiller']",2010,Trends in ecology & …,"Climate change poses a serious threat to species persistence. Effective modelling of evolutionary responses to rapid climate change is therefore essential. In this review we examine recent advances in phylogenetic comparative methods, techniques normally used"
The ecological morphology of birds: a review,['FC James'],1982,Annales Zoologici Fennici,The study of the ecological morphology of birds requires an integration of information about phylogenetic relationships among taxa and their adaptations to environments. Parallel or convergent morphological evolution can be demonstrated either by comparisons of the size
Evolving gene expression: from G to E to G× E,"['A Hodgins-Davis', 'JP Townsend']",2009,Trends in Ecology & Evolution,"Analyses of gene expression data sets for multiple individuals and species promise to shed light on the mode of evolution of gene expression. However, complementary complexities challenge this goal. Characterization of the genetic variation underlying gene expression"
"Female polymorphisms, sexual conflict and limits to speciation processes in animals","['EI Svensson', 'JK Abbott', 'TP Gosden', 'A Coreau']",2009,Evolutionary Ecology,"Heritable and visually detectable polymorphisms, such as trophic polymorphisms, ecotypes, or colour morphs, have become classical model systems among ecological geneticists and evolutionary biologists. The relatively simple genetic basis of many polymorphisms (one or a"
Refuge evolution and the population dynamics of coupled host—parasitoid associations,"['ME Hochberg', 'RD Holt']",1995,Evolutionary Ecology,"We have investigated the theoretical consequences of character evolution for the population dynamics of a host—parasitoid interaction, assuming a monophagous parasitoid. In the purely ecological model it is assumed that hosts can escape parasitism by being in absolute"
Morphological variation in the neotropical salamander genus Bolitoglossa,['P Alberch'],1983,Evolution,"Recent models have suggested that the evolutionary dynamics of processes of morphological change are qualitatively different from processes of genetic change, the main difference being that the expression of the phenotype is the product of complex genetic and"
Evolvability and genetic constraint in Dalechampia blossoms: components of variance and measures of evolvability,"['TF Hansen', 'C Pélabon', 'WS Armbruster']",2003,Journal of …,Many evolutionary arguments are based on the assumption that quantitative characters are highly evolvable entities that can be rapidly moulded by changing selection pressures. The empirical evaluation of this assumption depends on having an operational measure of
Size‐selective fishing gear and life history evolution in the Northeast Arctic cod,"['C Jørgensen', 'B Ernande', 'Ø Fiksen']",2009,Evolutionary applications,"Industrial fishing has been identified as a cause for life history changes in many harvested stocks, mainly because of the intense fishing mortality and its size‐selectivity. Because these changes are potentially evolutionary, we investigate evolutionarily stable life‐histories and"
A phylogenetic comparative method for studying multivariate adaptation,"['K Bartoszek', 'J Pienaar', 'P Mostad', 'S Andersson']",2012,Journal of Theoretical …,"Phylogenetic comparative methods have been limited in the way they model adaptation. Although some progress has been made, there are still no methods that can fully account for coadaptation between traits. Based on Ornstein–Uhlenbeck (OU) models of adaptive"
The effects of migration and drift on local adaptation to a heterogeneous environment,"['F Blanquart', 'S Gandon']",2012,Journal of evolutionary …,"Local adaptation experiments are widely used to quantify the levels of adaptation within a heterogeneous environment. However, theoretical studies generally focus on the probability of fixation of alleles or the mean fitness of populations, rather than local adaptation as it is"
Toward a neutral evolutionary model of gene expression,"['P Khaitovich', 'S Pääbo', 'G Weiss']",2005,Genetics,We introduce a stochastic model that describes neutral changes of gene expression over evolutionary time as a compound Poisson process where evolutionary events cause changes of expression level according to a given probability distribution. The model
Epistasis in polygenic traits and the evolution of genetic architecture under stabilizing selection,"['J Hermisson', 'TF Hansen']",2003,The American …,We consider the effects of epistasis in a polygenic trait in the balance of mutation and stabilizing selection. The main issues are the genetic variation maintained in equilibrium and the evolution of the mutational effect distribution. The model assumes symmetric
The opportunity for canalization and the evolution of genetic networks,"['SR Proulx', 'PC Phillips']",2005,The American Naturalist,"There has been a recent revival of interest in how genetic interactions evolve, spurred on by an increase in our knowledge of genetic interactions at the molecular level. Empirical work on genetic networks has revealed a surprising amount of robustness to perturbations"
The evolution of bird coloration and plumage elaboration,['UM Savalli'],1995,Current ornithology,"Although physically homogeneous, birds come in a wide variety of colors, rivaling butterflies and tropical reef fishes. Such variation invites attention and many hypotheses have been developed to explain the evolution of avian color and pattern. In addition, plumage of birds"
Rethinking phylogenetic comparative methods,"['JC Uyeda', 'R Zenil-Ferguson', 'MW Pennell']",2018,Systematic Biology,"As a result of the process of descent with modification, closely related species tend to be similar to one another in a myriad different ways. In statistical terms, this means that traits measured on one species will not be independent of traits measured on others. Since their"
Adaptive zones and the pinniped ankle: a three-dimensional quantitative analysis of carnivoran tarsal evolution,['PD Polly'],2008,Mammalian evolutionary morphology,"Bones are functional. Stated so abruptly, this observation is a truism, but its significance depends on the context in which it is made. In an individual animal, bones support loads, resist muscular contractions, and facilitate bodily movements. Bone form both constrains"
Runaway evolution to self‐extinction under asymmetrical competition,"['H Matsuda', 'PA Abrams']",1994,Evolution,We analyze a popular model of the evolution of traits related to performance in exploitative competition. This model has previously been used to explain a mechanism by which interspecific competition can cause taxon cycles. We show that purely intraspecific
Ecological and reproductive character displacement of an environmental gradient,"['EE Goldberg', 'R Lande']",2006,Evolution,"Character displacement, in which coevolution of similar species alters their phenotypes, can be difficult to identify on the basis of observational data alone. In two‐species systems, the most commonly identified (ie, classic) resulting pattern is greater phenotypic difference"
When to rely on maternal effects and when on phenotypic plasticity?,"['B Kuijper', 'RB Hoyle']",2015,Evolution,"Existing insight suggests that maternal effects have a substantial impact on evolution, yet these predictions assume that maternal effects themselves are evolutionarily constant. Hence, it is poorly understood how natural selection shapes maternal effects in different"
Free fitness that always increases in evolution,['Y Iwasa'],1988,Journal of Theoretical Biology,"I here introduce a free fitness function in population biology, which monotonically increases with time and takes its maximum at the evolutionary equilibrium. By suitably defining an “index” for each state, the free fitness is expressed as the average index plus an entropy"
Evolution and the consequences of species introductions and deletions,['PA Abrams'],1996,Ecology,The addition or deletion of a species from a community is likely to have effects on the trait values of other species and on their population densities. This article argues that current theory is insufficiently developed to provide guidance in predicting what might happen to
The limits to life history evolution in Daphnia,['M Lynch'],1984,Evolution,"Using quantitative genetic techniques, the components of phenotypic variance and covariance for fitness traits were periodically determined for an intermittent population of Daphnia pulex and applied to phenotypic selection models to determine the limits to the"
Evolution toward a new adaptive optimum: phenotypic evolution in a fossil stickleback lineage,"['G Hunt', 'MA Bell', 'MP Travis']",2008,Evolution,"Natural selection has almost certainly shaped many evolutionary trajectories documented in fossil lineages, but it has proven difficult to demonstrate this claim by analyzing sequences of evolutionary changes. In a recently published and particularly promising test case, an"
Expected relative fitness and the adaptive topography of fluctuating selection,['R Lande'],2007,Evolution,"Wright's adaptive topography describes gene frequency evolution as a maximization of mean fitness in a constant environment. I extended this to a fluctuating environment by unifying theories of stochastic demography and fluctuating selection, assuming small or"
Constraints for the evolution of functionally coupled characters: a nonlinear analysis of a phenotypic model,['R Bürger'],1986,Evolution,On the basis of a phenotypic model of R. Lande a nonlinear analysis is performed to investigate the evolutionary dynamics of functionally coupled quantitative traits. The underlying fitness topography has multiple peaks with a ridge and two hills adjacent to a
How does climate influence speciation?,"['X Hua', 'JJ Wiens']",2013,The American Naturalist,"Variation in climatic conditions over space and time is thought to be an important driver of speciation. However, the role of climate has not been explored in the theoretical literature on speciation, and the theory underlying empirical studies of climate and speciation has come"
Performance surfaces and adaptive landscapes,['SJ Arnold'],2003,Integrative and comparative biology,"In an earlier characterization of the relationship between morphology, performance and fitness, I focused only on directional selection (Arnold, 1983). The aim of this article is to extend that characterization to include stabilizing and other forms of nonlinear selection. As"
The evolution of ESS theory,"['TL Vincent', 'JS Brown']",1988,Annual Review of Ecology and …,"With the rediscovery of Mendel's Laws at the tum of the century (100), the study of evolutionary processes blossomed. Since then, the discipline of population genetics has been the standard framework for studying evolution ary mechanisms-the lingua franca of"
"Evolutionary insights into global patterns of human cranial diversity: population history, climatic and dietary effects",['N von Cramon-Taubadel'],2014,J. Anthropol. Sci,"The study of cranial variation has a long, and somewhat difficult, history within anthropology. Much of this difficulty is rooted in the historical use of craniometric data to justify essentialist typological racial classification schemes. In the post-war era of the 'New Physical"
Applying population‐genetic models in theoretical evolutionary epidemiology,"['T Day', 'S Gandon']",2007,Ecology Letters,"Much of the existing theory for the evolutionary biology of infectious diseases uses an invasion analysis approach. In this Ideas and Perspectives article, we suggest that techniques from theoretical population genetics can also be profitably used to study the"
Species' range: adaptation in space and time,"['J Polechová', 'N Barton', 'G Marion']",2009,The American Naturalist,Populations living in a spatially and temporally changing environment can adapt to the changing optimum and/or migrate toward favorable habitats. Here we extend previous analyses with a static optimum to allow the environment to vary in time as well as in space
Sexual dimorphism in relation to current selection in the house finch,"['AV Badyaev', 'TE Martin']",2000,Evolution,Sexual dimorphism is thought to have evolved in response to selection pressures that differ between males and females. Our aim in this study was to determine the role of current net selection in shaping and maintaining contemporary sexual dimorphism in a recently
The evolution of trade‐offs: testing predictions on response to selection and environmental variation,"['DA Roff', 'S Mostowy', 'DJ Fairbairn']",2002,Evolution,"The concept of phenotypic trade‐offs is a central element in evolutionary theory. In general, phenotypic models assume a fixed trade‐off function, whereas quantitative genetic theory predicts that the trade‐off function will change as a result of selection. For a linear trade‐off"
Phylogenetic analysis using Lévy processes: finding jumps in the evolution of continuous traits,"['MJ Landis', 'JG Schraiber', 'M Liang']",2013,Systematic biology,"Gaussian processes, a class of stochastic processes including Brownian motion and the Ornstein–Uhlenbeck process, are widely used to model continuous trait evolution in statistical phylogenetics. Under such processes, observations at the tips of a phylogenetic"
Adaptive walks on changing landscapes: Levins' approach extended,"['C Rueffler', 'TJM Van Dooren', 'JAJ Metz']",2004,Theoretical population biology,"The assumption that trade-offs exist is fundamental in evolutionary theory. Levins (Am. Nat. 96 (1962) 361–372) introduced a widely adopted graphical method for analyzing evolution towards an optimal combination of two quantitative traits, which are traded off. His approach"
Coevolution and the architecture of mutualistic networks,"['SL Nuismer', 'P Jordano']",2013,… : International Journal of …,"Although coevolution is widely recognized as an important evolutionary process for pairs of reciprocally specialized species, its importance within species‐rich communities of generalized species has been questioned. Here we develop and analyze mathematical"
Genetic differentiation of quantitative characters between populations or species: I. Mutation and random genetic drift,"['R Chakraborty', 'M Nei']",1982,Genetics Research,"Introducing a new genetic model called the discrete allelic-state model, the evolutionary change of genetic variation of quantitative characters within and between populations is studied under the assumption of no selection. This model allows us to study the effects of"
"Mutation, selection, and the maintenance of life‐history variation in a natural population","['M Lynch', 'L Latta', 'J Hicks', 'M Giorgianni']",1998,Evolution,"In an effort to provide insight into the role of mutation in the maintenance of genetic variance for life‐history traits, we accumulated spontaneous mutations in 10 sets of clonal replicates of Daphnia pulex for approximately 30 generations and compared the variance generated"
"The first Americans: race, evolution and the origin of native Americans",['JF Powell'],2005,NA,"The recent discoveries of 9000-12000 year old skeletal remains in the Americas have begun to change our understanding of who originally entered the Americas at the end of the last Ice Age. Discoveries such as Washington state's' Kennewick Man', Brazil's' Luzia', and Alaska's'"
Molecules versus morphology? Not for the human cranium,"['CC Roseman', 'TD Weaver']",2007,Bioessays,"Evolutionary investigations of human crania typically take a limited view of cranial diversity as they discount the possibility that human cranial variation could simply be due to the effects of random genetic drift, gene flow and mutation in favor of natural selection and"
Developmental dynamics and G-matrices: Can morphometric spaces be used to model phenotypic evolution?,['PD Polly'],2008,Evolutionary biology,"Modern morphometrics, especially geometric morphometrics, is a powerful tool for modeling the evolution and development of the phenotype. Complicated morphological transformations can be simulated by using standard evolutionary genetic equations for"
Transposable element number in mixed mating populations,['MT Morgan'],2001,Genetics Research,"Theoretical population genetic studies of transposable elements focus almost exclusively on random mating species, whereas many plants reproduce through partial or substantial self-fertilization. Here I develop computer simulation and analytic approximations of simplified"
A coevolutionary predator-prey model with quantitative characters,['I Saloniemi'],1993,The American Naturalist,"A new model for coevolution in generalized predator-prey systems is presented by incorporating quantitative characters relevant to predation in both prey and predator. Malthusian fitnesses are derived from ecological models, and they include interspecific"
Daisyworld: A review,"['AJ Wood', 'GJ Ackland', 'JG Dyke']",2008,Reviews of …,Daisyworld is a simple planetary model designed to show the long‐term effects of coupling between life and its environment. Its original form was introduced by James Lovelock as a defense against criticism that his Gaia theory of the Earth as a self‐regulating homeostatic
QUANTITATIVE GENETICS OF MORPHOLOGICAL DIFFERENTIATION IN PEROMYSCUS. II. ANALYSIS OF SELECTION AND DRIFT,['D Lofsvold'],1988,Evolution,"The hypothesis that the morphological divergence of local populations of Peromyscus is due to random genetic drift was evaluated by testing the proportionality of the among‐locality covariance matrix, L, and the additive genetic covariance matrix, G. Overall, significant"
Ecological statistics: contemporary theory and application,"['GA Fox', 'S Negrete-Yankelevich', 'VJ Sosa']",2015,NA,"The application and interpretation of statistics are central to ecological study and practice. Ecologists are now asking more sophisticated questions than in the past. These new questions, together with the continued growth of computing power and the availability of new"
Fitness landscapes: an alternative theory for the dominance of mutation,"['F Manna', 'G Martin', 'T Lenormand']",2011,Genetics,"Deleterious mutations tend to be recessive. Several theories, notably those of Fisher (based on selection) and Wright (based on metabolism), have been put forward to explain this pattern. Despite a long-lasting debate, the matter remains unresolved. This debate has"
Homogeneity of the genetic variance‐covariance matrix for antipredator traits in two natural populations of the garter snake Thamnophis ordinoides,['ED Brodie III'],1993,Evolution,Quantitative genetic models of evolution rely on the genetic variance‐covariance matrix to predict the phenotypic response to selection. Both prospective and retrospective studies of phenotypic evolution across generations rely on assumptions about the constancy of
Sexual conflict and the tragedy of the commons,"['DJ Rankin', 'U Dieckmann']",2011,The American …,It is widely understood that the costs and benefits of mating can affect the fecundity and survival of individuals. Sexual conflict may have profound consequences for populations as a result of the negative effects it causes males and females to have on one another's fitness
"Applications of population genetics to animal breeding, from Wright, Fisher and Lush to genomic prediction",['WG Hill'],2014,Genetics,"Although animal breeding was practiced long before the science of genetics and the relevant disciplines of population and quantitative genetics were known, breeding programs have mainly relied on simply selecting and mating the best individuals on their own or"
Fast Evolution from Precast Bricks: Genomics of Young Freshwater Populations of Threespine Stickleback Gasterosteus aculeatus,"['NV Terekhanova', 'MD Logacheva', 'AA Penin']",2014,PLoS …,"Adaptation is driven by natural selection; however, many adaptations are caused by weak selection acting over large timescales, complicating its study. Therefore, it is rarely possible to study selection comprehensively in natural environments. The threespine stickleback"
Comparison of life history traits between first-generation hatchery and wild upper Yakima River spring Chinook salmon,"['CM Knudsen', 'SL Schroder', 'CA Busack']",2006,Transactions of the …,Life history traits in hatchery and wild spring Chinook salmon Oncorhynchus tshawytscha from the upper Yakima River were compared to determine whether locally adapted traits had diverged after one generation of state-of-the-art artificial propagation. Sex composition in
"Bridging the gap between the genotype and the phenotype: linking genetic variation, selection and adaptation in fishes","['KA Naish', 'JJ Hard']",2008,Fish and Fisheries,"One of the most challenging problems in evolutionary biology is linking the evolution of the phenotype with the underlying genotype, because most phenotypes are encoded by many genes that interact with each other and with the environment. Further, many phenotypes are"
Fitness minimization and dynamic instability as a consequence of predator–prey coevolution,"['PA Abrams', 'H Matsuda']",1997,Evolutionary Ecology,We analyse dynamic models of the coevolution of continuous traits that determine the capture rate of a prey species by a predator. The goal of the analysis is to determine conditions when the coevolutionary dynamics will be unstable and will generate population
Timid consumers: self-extinction due to adaptive change in foraging and anti-predator effort,"['H Matsuda', 'PA Abrams']",1994,Theoretical Population Biology,We model the evolution of anti-predator ability in a prey species whose predator has a saturating functional response. Increased anti-predator ability is assumed to require decreased food intake. The anti-predator ability is specified by the value of a continuous
Hierarchical linear modeling of the tempo and mode of evolution,"['FL Bookstein', 'PD Gingerich', 'AG Kluge']",1978,Paleobiology,"Punctuated equilibrium and phyletic gradualism are alternative hypotheses that purport to explain the tempo and mode of evolution. We evaluate the two hypotheses, as they apply to the fossil record, on both theoretical and empirical grounds. Hidden randomness in data"
Why greatness cannot be planned: The myth of the objective,"['KO Stanley', 'J Lehman']",2015,NA,"This book was born from a radical idea about artificial intelligence (AI) that unexpectedly grew to be about much more. At first I was thinking only about AI algorithms, programs of concern mainly to computer scientists like me. Usually these algorithms have explicit goals"
"Nucleotide Variation, Linkage Disequilibrium and Founder-Facilitated Speciation in Wild Populations of the Zebra Finch (Taeniopygia guttata)","['CN Balakrishnan', 'SV Edwards']",2009,Genetics,"The zebra finch has long been an important model system for the study of vocal learning, vocal production, and behavior. With the imminent sequencing of its genome, the zebra finch is now poised to become a model system for population genetics. Using a panel of 30"
The hitchhiker's guide to adaptive dynamics,"['Å Brännström', 'J Johansson', 'N Von Festenberg']",2013,Games,Adaptive dynamics is a mathematical framework for studying evolution. It extends evolutionary game theory to account for more realistic ecological dynamics and it can incorporate both frequency-and density-dependent selection. This is a practical guide to
"Genetic and morphological evolution following a founder event in the dark‐eyed junco, Junco hyemalis thurberi","['CA Rasner', 'P Yeh', 'LS Eggert', 'KE Hunt']",2004,Molecular …,"An isolated population of dark‐eyed juncos, Junco hyemalis, became established on the campus of the University of California at San Diego (UCSD), probably in the early 1980s. It now numbers about 70 breeding pairs. Populations across the entire natural range of the"
Geographic patterns of genetic differentiation and plumage colour variation are different in the pied flycatcher (Ficedula hypoleuca),"['PK Lehtonen', 'T Laaksonen', 'AV Artemyev']",2009,Molecular …,The pied flycatcher is one of the most phenotypically variable bird species in Europe. The geographic variation in phenotypes has often been attributed to spatial variation in selection regimes that is associated with the presence or absence of the congeneric collared
"Imperfect genes, Fisherian mutation and the evolution of sex","['JR Peck', 'G Barreau', 'SC Heath']",1997,Genetics,In this paper we present a mathematical model of mutation and selection that allows for the coexistence of multiple alleles at a locus with very small selective differences between alleles. The model also allows for the determination of fitness by multiple loci. Models of this
A complete classification of Darwinian extinction in ecological interactions,['C Webb'],2003,The American Naturalist,"The evolution of a population by individual-level natural selection can result in the population's extinction. Selection causes the spread of phenotypes with higher relative fitness, but at the same time, selection can also indirectly produce changes in the physical"
Genetic and demographic parameters determining population persistence after a discrete change in the environment,"['EG Boulding', 'T Hay']",2001,Heredity,"Field studies suggest that populations often go extinct following discrete changes in the environment. However, populations may avoid extinction by rapidly adapting to their altered environment. We used a stochastic finite-locus model to estimate the distance the optimal"
Selection for pollination success and the mechanical fit of Impatiens flowers around bumblebee bodies,['P Wilson'],1995,Biological Journal of the Linnean Society,"Selection on flowers has often been viewed as being particularly strict, constant, and responsible for species differences. Impatiens pallida and I. capensis flowers fit snugly around bees, leading one to expect a close relationship between floral morphology and"
