title,author,pub_year,venue,abstract
Tradeoffs in performance on different hosts: evidence from within-and between-site variation in the beetle Deloyala guttata,['MD Rausher'],1984,Evolution,"Although models of host race formation and sympatric speciation in phytophagous insects assume that genotypes that have high viability and/or fecundity on one host species have low viability and/or fecundity on others, this assumption has seldom been tested explicitly"
A general framework for the analysis of phenotypic trajectories in evolutionary studies,"['DC Adams', 'ML Collyer']",2009,Evolution: International Journal of …,"Many evolutionary studies require an understanding of phenotypic change. However, while analyses of phenotypic variation across pairs of evolutionary levels (populations or time steps) are well established, methods for testing hypotheses that compare evolutionary"
40 years of evolution,"['PR Grant', 'BR Grant']",2014,NA,"Darwin's oriGin of sPecies (1859, p. 1) begins:“When on board HMS 'Beagle,'as naturalist, I was much struck with certain facts in the distribution of the inhabitants of South America, and the geological relations of the present to the past inhabitants of that continent. These facts"
Covariance and decoupling of floral and vegetative traits in nine Neotropical plants: a re‐evaluation of Berg's correlation‐pleiades concept,"['WS Armbruster', 'VS Di Stilio', 'JD Tuxill']",1999,American Journal of …,Nearly forty years ago RL Berg proposed that plants with specialized pollination ecology evolve genetic and developmental systems that decouple floral morphology from phenotypic variation in vegetative traits. These species evolve separate floral and vegetative trait
How much do genetic covariances alter the rate of adaptation?,"['AF Agrawal', 'JR Stinchcombe']",2009,Proceedings of the …,"Genetically correlated traits do not evolve independently, and the covariances between traits affect the rate at which a population adapts to a specified selection regime. To measure the impact of genetic covariances on the rate of adaptation, we compare the rate fitness"
In search of human nature,['ME Clark'],2005,NA,"Human Nature offers a wide-ranging and holistic view of human nature from all perspectives: scientific, historical, and sociological. Mary Clark takes the most recent data from a dozen or more fields, and works it together with clarifying anecdotes and thought"
Inter‐and intraspecific character displacement in mustelids,"['T Dayan', 'D Simberloff', 'E Tchernov', 'Y Yom-Tov']",1989,Ecology,"In a search for possible community—wide character displacement (manifested as equal size ratios between adjacent morphospecies in a size—ranking), we examined the weasels (Mustela) of North America and also the mustelid—viverrid guild of Israel. We measured"
The evolution of endothermy: testing the aerobic capacity model,"['JP Hayes', 'T Garland Jr']",1995,Evolution,"One of the most important events in vertebrate evolution was the acquisition of endothermy, the ability to use metabolic heat production to elevate body temperature above environmental temperature. Several verbal models have been proposed to explain the"
"Stability of the G‐matrix in a population experiencing pleiotropic mutation, stabilizing selection, and genetic drift","['AG Jones', 'SJ Arnold', 'R Bürger']",2003,Evolution,"Quantitative genetics theory provides a framework that predicts the effects of selection on a phenotype consisting of a suite of complex traits. However, the ability of existing theory to reconstruct the history of selection or to predict the future trajectory of evolution depends"
Quantitative genetics of geometric shape in the mouse mandible,"['CP Klingenberg', 'LJ Leamy']",2001,Evolution,We combine the methods of geometric morphometrics and multivariate quantitative genetics to study the patterns of phenotypic and genetic variation of mandible shape in random‐bred mice. The data are the positions of 11 landmarks on the mandibles of 1241 mice from a
On the eigenvalue distribution of genetic and phenotypic dispersion matrices: evidence for a nonrandom organization of quantitative character variation,['GP Wagner'],1984,Journal of Mathematical Biology,"A quantitative genetic model of “random pleiotropy” is introduced as reference model for detecting the kind and degree of organization in quantitative genetic variation. In this model the genetic dispersion matrix takes the form of G= BB T, where B is a general, real, Gaussian"
The conceptual and statistical relationship between modularity and morphological integration,"['P Mitteroecker', 'F Bookstein']",2007,Systematic biology,"The modular variation of organismal form during evolution or development can be viewed as the result of dissociated local developmental processes. Whereas studies of modularity often are experimental, morphological integration is a more descriptive concept applying to"
Patterns of quantitative genetic variation in multiple dimensions,['M Kirkpatrick'],2009,Genetica,"A fundamental question for both evolutionary biologists and breeders is the extent to which genetic correlations limit the ability of populations to respond to selection. Here I view this topic from three perspectives. First, I propose several nondimensional statistics to quantify"
Genetic Constraints and Selection Acting on Tolerance to Herbivory in the Common Morning Glory Ipomoea purpurea,"['P Tiffin', 'MD Rausher']",1999,The American Naturalist,"Tolerance to herbivory minimizes the effects of herbivory on plant fitness. In the presence of herbivores, maximal levels of tolerance may be expected to evolve. In many plant species, however, tolerance is found at an intermediate level. Tolerance may be prevented from"
A general theory for the evolutionary dynamics of virulence,"['T Day', 'SR Proulx']",2004,The American Naturalist,Most theory on the evolution of virulence is based on a game-theoretic approach. One potential shortcoming of this approach is that it does not allow the prediction of the evolutionary dynamics of virulence. Such dynamics are of interest for several reasons: for
"Synthetic analyses of phenotypic selection in natural populations: lessons, limitations and future directions","['JG Kingsolver', 'SE Diamond', 'AM Siepielski']",2012,Evolutionary …,"There are now thousands of estimates of phenotypic selection in natural populations, resulting in multiple synthetic reviews of these data. Here we consider several major lessons and limitations emerging from these syntheses, and how they may guide future studies of"
NATURAL SELECTION ON FLORAL TRAITS IN TWO SPECIES OF LOBELIA WITH DIFFERENT POLLINATORS,['MO Johnston'],1991,Evolution,"Using both multivariate and univariate regression techniques, I measured selection acting through female reproductive success in two hermaphroditic species with precise pollen placement but different pollinators: hummingbird‐pollinated Lobelia cardinalis and"
Experimental evidence for multivariate stabilizing sexual selection,"['R Brooks', 'J Hunt', 'MW Blows', 'MJ Smith', 'LF Bussière']",2005,…,"Stabilizing selection is a fundamental concept in evolutionary biology. In the presence of a single intermediate optimum phenotype (fitness peak) on the fitness surface, stabilizing selection should cause the population to evolve toward such a peak. This prediction has"
Allometric engineering: an experimental test of the causes of interpopulational differences in performance,"['B Sinervo', 'RB Huey']",1990,Science,Hatchling lizards (Sceloporus occidentalis) from a southern population are large and have high locomotor performance (speed and stamina) relative to hatchlings from northern populations. In order to determine whether differences in performance are an allometric
Interacting phenotypes and the evolutionary process. III. Social evolution,"['JW McGlothlin', 'AJ Moore', 'JB Wolf']",2010,… International Journal of …,"Interactions among conspecifics influence social evolution through two distinct but intimately related paths. First, they provide the opportunity for indirect genetic effects (IGEs), where genes expressed in one individual influence the expression of traits in others. Second"
The argument from design,['GV Lauder'],1996,NA,
Contrasting patterns of body shape and neutral genetic divergence in marine and lake populations of threespine sticklebacks,"['T Leinonen', 'JM Cano', 'H Mäkinen']",2006,Journal of evolutionary …,Comparisons of neutral marker and quantitative trait divergence can provide important insights into the relative roles of natural selection and neutral genetic drift in population differentiation. We investigated phenotypic and genetic differentiation among
Toward a more trait‐centered approach to diffuse (co) evolution,"['SY Strauss', 'H Sahli', 'JK Conner']",2005,New Phytologist,"How species evolve depends on the communities in which they are embedded. Here, we briefly review the ideas underlying concepts of diffuse coevolution, evolution, and selection.• We discuss criteria to identify when evolution will be diffuse. We advocate a more explicitly"
Measurement and meaning in biology,"['D Houle', 'C Pélabon', 'GP Wagner']",2011,The quarterly review of …,Measurement—the assignment of numbers to attributes of the natural world—is central to all scientific inference. Measurement theory concerns the relationship between measurements and reality; its goal is ensuring that inferences about measurements reflect the underlying
"Generalists, specialists, and the evolution of phenotypic plasticity in sympatric populations of distinct species",['PH Van Tienderen'],1997,Evolution,"The evolution of phenotypic plasticity is studied in a model with two reproductively isolated “species” in a coarse‐grained environment, consisting of two types of habitats. A quantitative genetic model for selection was constructed, in which habitats differ in the optimal value for a"
Contrasting Mutual Sexual Selection on Homologous Signal Traits in Drosophila serrata,"['SF Chenoweth', 'MW Blows']",2005,The American Naturalist,"The nature of male mating preferences, and how they differ from female mating preferences in species with conventional sex roles, has received little attention in sexual selection studies. We estimated the form and strength of sexual selection as a consequence of male"
"Scaling, allometry, and skull design","['SB Emerson', 'DM Bramble']",1993,The skull,"All Vertebrates Increase In Size during development: some such as alligators and bears may grow as much as three orders of magnitude from newborn to adult. Similarly, within the major vertebrate classes, adults of even closely related species often vary widely in body"
Detecting genetic drift versus selection in human evolution,"['RR Ackermann', 'JM Cheverud']",2004,Proceedings of the …,"Recent paleoanthropological discoveries reveal a diverse, potentially speciose human fossil record. Such extensive morphological diversity results from the action of divergent evolutionary forces on an evolving lineage. Here, we apply quantitative evolutionary theory"
New tools for studying integration and modularity,['PM Magwene'],2001,Evolution,The study of phenotypic integration concerns the modular nature of organismal phenotypes. The concept provides a rationale for why certain subsets of phenotypic traits show particularly high levels of association over development and/or evolution. The techniques
Genetic correlations between morphology and antipredator behaviour in natural populations of the garter snake Thamnophis ordinoides,['ED Brodie'],1989,Nature,"THE genetic coupling of morphology and behaviour means that the evolution of the two types of traits will not be independent: changes in behaviour will result in changes in morphology and vice versa 1, 2, 3. This might explain nonadaptive differences in"
"Some models for development, growth, and morphometric correlation",['B Riska'],1986,Evolution,"Genetic and phenotypic correlations between morphometric traits can be a direct consequence of shared developmental history and common systems of growth regulation. Correlation between traits, therefore, need not imply direct functional or adaptive constraints"
Testing for environmentally induced bias in phenotypic estimates of natural selection: theory and practice,"['JR Stinchcombe', 'MT Rutter', 'DS Burdick']",2002,The American …,"Measuring natural selection has been a fundamental goal of evolutionary biology for more than a century, and techniques developed in the last 20 yr have provided relatively simple means for biologists to do so. Many of these techniques, however, share a common"
Phenotypic approaches for understanding patterns of intracemetery biological variation,"['CM Stojanowski', 'MA Schillaci']",2006,American journal of physical …,"This paper reviews studies of phenotypic inheritance and microevolutionary processes in archaeological populations using data on cranial and dental phenotypic variation, often referred to as paleogenetics or biodistance analysis. The estimation of biological distances"
Measuring selection and constraint in the evolution of growth,"['M Kirkpatrick', 'D Lofsvold']",1992,Evolution,We present a quantitative genetic model for the evolution of growth trajectories that makes no assumptions about the shapes of growth trajectories that are possible. Evolution of a population's mean growth trajectory is governed by the selection gradient function and the
The peopling of America: craniofacial shape variation on a continental scale and its interpretation from an interdisciplinary view,"['R González‐José', 'MC Bortolini']",2008,American Journal of …,"Twenty‐two years ago, Greenberg, Turner and Zegura (Curr. Anthropol. 27,477–495, 1986) suggested a multidisciplinary model for the human settlement of the New World. Since their synthesis, several studies based mainly on partial evidence such as skull morphology and"
Genetic components of size and shape. II. Multivariate covariance patterns in the rat and mouse skull,"['WR Atchley', 'JJ Rutledge', 'DE Cowley']",1981,Evolution,"such that rp= hlh2rG+ ele2rE 1.0 where h, and h2 are the square roots of the narrow-sense heritability for characters 1 and 2 respectively, rG is the genetic correlation between characters 1 and 2, rE is the environmental (including non-additive genetic effects)"
Causes of covariation of phenotypic traits among populations,"['WS Armbruster', 'KE Schwaegerle']",1996,Journal of Evolutionary …,"Morphological and life‐history traits often vary among populations of a species. Traits generally do not vary independently, but show patterns of covariation that can arise from genetic and environmental influences on phenotype. Covariance of traits may arise at an"
Phenotypic selection in natural populations: what limits directional selection?,"['JG Kingsolver', 'SE Diamond']",2011,The American Naturalist,"Studies of phenotypic selection document directional selection in many natural populations. What factors reduce total directional selection and the cumulative evolutionary responses to selection? We combine two data sets for phenotypic selection, representing more than 4,600"
"Evolvability, stabilizing selection, and the problem of stasis","['TF Hansen', 'D Houle']",2004,… : Studying the ecology and evolution of …,Evolutionary stasis has a paradoxical position in current evolutionary thinking. Williams (1992) argued convincingly that stasis is one of the most important unsolved problems of evolutionary biology (see also Bradshaw 1991). Stasis is arguably the predominant mode of
The taxon-level problem in the evolution of mammalian brain size: facts and artifacts,"['MD Pagel', 'PH Harvey']",1988,The American Naturalist,"The allometric exponent relating brain to body size across diverse selections of mammals is about 0.75, when calculated as the slope of the line of best fit from logarithmically transformed data. However, the slope is known to change with the taxonomic level of"
Development and the evolvability of human limbs,"['NM Young', 'GP Wagner']",2010,Proceedings of the …,"The long legs and short arms of humans are distinctive for a primate, the result of selection acting in opposite directions on each limb at different points in our evolutionary history. This mosaic pattern challenges our understanding of the relationship of development and"
"Gestation period, neonatal size and maternal investment in placental mammals","['RD Martin', 'AM MacLarnon']",1985,Nature,Two factors complicate the analysis of scaling relationships between neonatal size or gestation period and maternal size in mammals:(1) a fundamental distinction between species with poorly-developed (altricial) neonates and those with well-developed (precocial)
A path‐analytic model for the measurement of selection on morphology,"['BJ Crespi', 'FL Bookstein']",1989,Evolution,This paper describes a path model for the analysis of phenotypic selection upon continuous morphological characters. The path‐analysis model assumes that selection occurs on unmeasured general size and shape allometry factors that summarize linear relations
The evolutionary ecology of alternative migratory tactics in salmonid fishes,"['JJ Dodson', 'N Aubin‐Horth', 'V Thériault']",2013,Biological …,"Extensive individual variation in spatial behaviour is a common feature among species that exhibit migratory life cycles. Nowhere is this more evident than in salmonid fishes; individual fish may complete their entire life cycle in freshwater streams, others may migrate variable"
Evolutionary consequences of many-to-one mapping of jaw morphology to mechanics in labrid fishes,"['ME Alfaro', 'DI Bolnick']",2005,The American …,"Many physiological traits consist of two hierarchically related levels: physical structures and the emergent functional properties of those structures. Because selection tends to act on the emergent functional traits, the evolution of structural phenotypes will depend on the nature of"
Size and adaptation in primates,['JG Fleagle'],1985,Size and scaling in primate biology,"Living primates vary in size from species averaging less than 100 g to some averaging well over 100 kg (Fig 1). The fossil record provides evidence of both much larger and much smaller species (eg, Fleagle, 1978; Gingerich et al., 1982; Gunnell, 1983; Simons and Ettel"
Pleiotropic effects of individual gene loci on mandibular morphology,"['JM Cheverud', 'EJ Routman', 'DJ Irschick']",1997,Evolution,The genotypic basis of morphological variation is largely unknown. In this study we examine patterns of pleiotropic effects on mandibular morphology at individual gene loci to determine whether the pleiotropic effects of individual genes are restricted to functionally and
THE DIMENSIONALITY OF GENETIC VARIATION FOR WING SHAPE IN DROSOPHILA MELANOGASTER,"['JG Mezey', 'D Houle']",2005,Evolution,"Absolute constraints are limitations on genetic variation that preclude evolutionary change in some aspect of the phenotype. Absolute constraints may reflect complete absence of variation, lack of genetic variation that extends the range of phenotypes beyond some limit"
Relative growth of the limbs and trunk in the African apes,['BT Shea'],1981,American Journal of Physical Anthropology,"Examination of relative growth and allometry is important for our understanding of the African apes, as they represent a closely related group of species of increasing body size. This study presents a comparison of ontogenetic relative growth patterns of some"
Evolution of correlated characters,"['T Price', 'T Langen']",1992,Trends in Ecology & Evolution,"Many traits are genetically correlated with each other. Thus, selection that changes the mean value of one trait causes other traits to change as well. Recent comparative studies have emphasized the possible importance of such correlated responses in affecting the"
"On the opportunity for sexual selection, the Bateman gradient and the maximum intensity of sexual selection",['AG Jones'],2009,Evolution: International Journal of Organic …,"Bateman's classic paper on fly mating systems inspired quantitative study of sexual selection but also resulted in much debate and confusion. Here, I consider the meaning of Bateman's principles in the context of selection theory. Success in precopulatory sexual selection can"
Fitness of multidimensional phenotypes in dynamic adaptive landscapes,"['DC Laughlin', 'J Messier']",2015,Trends in Ecology & Evolution,"Phenotypic traits influence species distributions, but ecology lacks established links between multidimensional phenotypes and fitness for predicting species responses to environmental change. The common focus on single traits rather than multiple trait"
Genetic and environmental control of variation in retinal ganglion cell number in mice,"['RW Williams', 'RC Strom', 'DS Rice']",1996,Journal of …,"How much of the remarkable variation in neuron number within a species is generated by genetic differences, and how much is generated by environmental factors? We address this problem for a single population of neurons in the mouse CNS. Retinal ganglion cells of"
Brain size and ecology in small mammals,"['GM Mace', 'PH Harvey', 'TH Clutton‐Brock']",1981,Journal of Zoology,"Relative brain size (measured as gross brain size after body size effects are removed) differs systematically between families of rodents, insectivores and lagomorphs. The Sciuridae have the largest relative brain size, the Soricidae and Bathyergidae the smallest. These"
Avian quantitative genetics,"['J Merilä', 'BC Sheldon']",2001,Current ornithology,"Most of the characteristics studied by avian ecologists relate to the external appearance of birds¡ ªmorphology, life history, behavior, and in some cases, physiology¡ ªthe very characteristics upon which natural selection operates. These traits are likely to be the"
mvmorph: an r package for fitting multivariate evolutionary models to morphometric data,"['J Clavel', 'G Escarguel']",2015,Methods in Ecology and …,"We present mvmorph, a package of multivariate phylogenetic comparative methods for the r statistical environment. mvmorph is freely available on the cran package repository (http://cran. r-project. org/web/packages/mvMORPH/). mvmorph allows fitting a range of"
Phytophagous insect–microbe mutualisms and adaptive evolutionary diversification,"['EM Janson', 'JO Stireman III', 'MS Singer']",2008,… International Journal of …,"Adaptive diversification is a process intrinsically tied to species interactions. Yet, the influence of most types of interspecific interactions on adaptive evolutionary diversification remains poorly understood. In particular, the role of mutualistic interactions in shaping"
"Genetic basis of activity metabolism. I. Inheritance of speed, stamina, and antipredator displays in the garter snake Thamnophis sirtalis",['T Garland Jr'],1988,Evolution,Recent conceptual advances in physiological ecology emphasize the potential selective importance of whole‐animal performance. Empirical studies of locomotor performance in reptiles have revealed surprising amounts of individual variation in speed and stamina. The
The evolution of modularity in the mammalian skull II: evolutionary consequences,"['G Marroig', 'LT Shirai', 'A Porto', 'FB de Oliveira']",2009,Evolutionary …,"Changes in patterns and magnitudes of integration may influence the ability of a species to respond to selection. Consequently, modularity has often been linked to the concept of evolvability, but their relationship has rarely been tested empirically. One"
Cranial integration and modularity: insights into evolution and development from morphometric data,['CP Klingenberg'],2013,"Hystrix, the Italian Journal of …",Morphological integration and modularity have become central concepts in evolutionary biology and geometric morphometrics. This review summarizes the most frequently used methods for characterizing and quantifying integration and modularity in morphometric data
Expected time for random genetic drift of a population between stable phenotypic states,['R Lande'],1985,Proceedings of the National Academy of …,"Natural selection and random genetic drift are modeled by using diffusion equations for the mean phenotype of a quantitative (polygenic) character in a finite population with two available adaptive zones or ecological niches. When there is appreciable selection, the"
Ecology of host-selection behavior in phytophagous insects,['MD Rausher'],1983,Variable plants and herbivores in natural and …,"It has long been recognized that phytophagous insects can be highly selective with respect to the plants they consume (Brues, 1920, 1924; Dethier, 1941, 1954; Fraenkel, 1956) and that both the degree of selectivity and the identity of preferred plants can change during an"
Were neandertal and modern human cranial differences produced by natural selection or genetic drift?,"['TD Weaver', 'CC Roseman', 'CB Stringer']",2007,Journal of human evolution,Most evolutionary explanations for cranial differences between Neandertals and modern humans emphasize adaptation by natural selection. Features of the crania of Neandertals could be adaptations to the glacial climate of Pleistocene Europe or to the high mechanical
The danger of applying the breeder's equation in observational studies of natural populations,"['MB Morrissey', 'LEB Kruuk']",2010,Journal of evolutionary …,"The breeder's equation, which predicts evolutionary change when a phenotypic covariance exists between a heritable trait and fitness, has provided a key conceptual framework for studies of adaptive microevolution in nature. However, its application requires strong"
Exploring complex fitness surfaces: multiple ornamentation and polymorphism in male guppies,"['MW Blows', 'R Brooks', 'PG Kraft']",2003,Evolution,"The sexual ornamentation used by male guppies to attract females comprises many components, each of which varies considerably among males. Although natural and sexual selection have been shown to contribute to divergence among populations in male sexual"
Encephalization is not a universal macroevolutionary phenomenon in mammals but is associated with sociality,"['S Shultz', 'R Dunbar']",2010,… of the National Academy of Sciences,"Evolutionary encephalization, or increasing brain size relative to body size, is assumed to be a general phenomenon in mammals. However, despite extensive evidence for variation in both absolute and relative brain size in extant species, there have been no explicit tests of"
"Long‐term correlated response, interpopulation covariation, and interspecific allometry",['ZB Zeng'],1988,Evolution,"A model of long‐term correlated evolution of multiple quantitative characters is analyzed, which partitions selection into two components: one stabilizing and the other directional. The model assumes that the stabilizing component is less variable than the directional"
Evolution of niche width and adaptive diversification,"['M Ackermann', 'M Doebeli']",2004,Evolution,"Theoretical models suggest that resource competition can lead to the adaptive splitting of consumer populations into diverging lineages, that is, to adaptive diversification. In general, diversification is likely if consumers use only a narrow range of resources and thus have a"
Evolutionary game theory and adaptive dynamics of continuous traits,"['BJ McGill', 'JS Brown']",2007,Annu. Rev. Ecol. Evol. Syst.,Continuous-trait game theory fills the niche of enabling analytically solvable models of the evolution of biologically realistically complex traits. Game theory provides a mathematical language for understanding evolution by natural selection. Continuous-trait game theory
Life history patterns in birds and mammals and their evolutionary interpretation,"['D Western', 'J Ssemakula']",1982,Oecologia,"It is argued that allometric principles account for most of the observed variation in the life history patterns amongst birds. To test this contention it is shown that traits such as incubation time, growth rates, age at first reproduction, lifespan, clutch weight and egg"
Evolutionary conservation biology,"['R Ferrière', 'U Dieckmann', 'D Couvet']",2004,NA,"As anthropogenic environmental changes spread and intensify across the planet, conservation biologists have to analyze dynamics at large spatial and temporal scales. Ecological and evolutionary processes are then closely intertwined. In particular"
Modeling genetic architecture: a multilinear theory of gene interaction,"['TF Hansen', 'GP Wagner']",2001,Theoretical population biology,The map from genotype to phenotype is an exceedingly complex function of central importance in biology. In this work we derive and analyze a mathematically tractable model of the genotype–phenotype map that allows for any order of gene interaction. By assuming
Phenotypic covariance structure in tamarins (genus Saguinus): a comparison of variation patterns using matrix correlation and common principal component analysis,"['RR Ackermann', 'JM Cheverud']",2000,American Journal of Physical …,Constancy of variation/covariation structure among populations is frequently assumed in order to measure the differential selective forces which have caused population differentiation through evolutionary time. Following Steppan ([1997] Evolution 51: 571–594)
"Explaining phenotypic selection on plant attractive characters: male function, gender balance or ecological context?","['TL Ashman', 'MT Morgan']",2004,… of the Royal Society of London …,"It is widely agreed that the flowers of hermaphrodite plants evolve in response to selection acting simultaneously through male and female sexual functions, but we know very little about the pattern of gender–specific selection. We review three current hypotheses for"
Evolutionary dynamics of predator-prey systems: an ecological perspective,"['P Marrow', 'U Dieckmann', 'R Law']",1996,Journal of mathematical biology,"Evolution takes place in an ecological setting that typically involves interactions with other organisms. To describe such evolution, a structure is needed which incorporates the simultaneous evolution of interacting species. Here a formal framework for this purpose is"
A critique of methods for measuring life history trade‐offs,"['CM Pease', 'JJ Bull']",1988,Journal of Evolutionary Biology,"Constraints have important effects on the evolution of life history strategies, but several difficulties have been encountered in determining constraints empirically. Here we investigate methods for measuring a specific type of constraint known as a trade‐off. A trade"
The genetic analysis of age-dependent traits: modeling the character process,"['SD Pletcher', 'CJ Geyer']",1999,Genetics,"The extension of classical quantitative genetics to deal with function-valued characters (also called infinite-dimensional characters) such as growth curves, mortality curves, and reaction norms, was begun by Kirkpatrick and co-workers. In this theory, the analogs of variance"
Dynamics of polygenic characters under selection,"['M Turelli', 'NH Barton']",1990,Theoretical Population Biology,Selection on polygenic characters is generally analyzed by statistical methods that assume a Gaussian (normal) distribution of breeding values. We present an alternative analysis based on multilocus population genetics. We use a general representation of selection
Brain size allometry ontogeny and phylogeny,"['RD Martin', 'PH Harvey']",1985,Size and scaling in primate biology,"Interspecific allometric analysis rests upon the assumption that individual characteristics typically change in a regular, predictable fashion with body size according to some recognizable scaling principle, unless special adaptation has led to fundamental"
The handicap mechanism of sexual selection does not work,['M Kirkpatrick'],1986,The American Naturalist,"Zahavi (1975) proposed the handicap hypothesis for the adaptive evolution of female mating preferences and sexual selection that involves the joint evolution of a male secondary sexual character (the"" handicap""), mating preferences for that character, and a third trait that"
Genetic covariance between oviposition preference and larval performance in an insect herbivore,['S Via'],1986,Evolution,An experimental study determined that females of the herbivorous fly species Liriomyza sativae (Diptera: Agromyzidae) preferentially oviposit on the plant species on which their female progeny attain the greatest pupal weight. A modified parent/offspring regression was
"HIERARCHICAL COMPARISON OF GENETIC VARIANCE‐COVARIANCE MATRICES. II COASTAL‐INLAND DIVERGENCE IN THE GARTER SNAKE, THAMNOPHIS …","['SJ Arnold', 'PC Phillips']",1999,Evolution,"The time‐scale for the evolution of additive genetic variance‐covariance matrices (G‐matrices) is a crucial issue in evolutionary biology. If the evolution of G‐matrices is slow enough, we can use standard multivariate equations to model drift and selection response"
Evolutionary consequences of fishing and their implications for salmon,"['JJ Hard', 'MR Gross', 'M Heino', 'R Hilborn']",2008,Evolutionary …,We review the evidence for fisheries‐induced evolution in anadromous salmonids. Salmon are exposed to a variety of fishing gears and intensities as immature or maturing individuals. We evaluate the evidence that fishing is causing evolutionary changes to traits including
"Multi-trait selection, adaptation, and constraints on the evolution of burst swimming performance","['CK Ghalambor', 'JA Walker']",2003,… and comparative biology,"Whole organism performance represents the integration of numerous physiological, morphological, and behavioral traits. How adaptive changes in performance evolve therefore requires an understanding of how selection acts on multiple integrated traits. Two"
Directional selection in temporally replicated studies is remarkably consistent,"['MB Morrissey', 'JD Hadfield']",2012,Evolution: International Journal of …,Temporal variation in selection is a fundamental determinant of evolutionary outcomes. A recent paper presented a synthetic analysis of temporal variation in selection in natural populations. The authors concluded that there is substantial variation in the strength and
The evolution of the G matrix: selection or drift?,['D Roff'],2000,Heredity,"The evolution of quantitative characters can be described by the equation Δz¯= GP− 1S where Δz¯ is the vector of mean responses, G is the matrix of additive genetic variances and covariances, P is the matrix of phenotypic variances and covariances and S is the vector of"
The spatial patterns of directional phenotypic selection,"['AM Siepielski', 'KM Gotanda', 'MB Morrissey']",2013,Ecology …,"Local adaptation, adaptive population divergence and speciation are often expected to result from populations evolving in response to spatial variation in selection. Yet, we lack a comprehensive understanding of the major features that characterise the spatial patterns of"
Natural selection drives patterns of lake–stream divergence in stickleback foraging morphology,"['D Berner', 'DC Adams', 'AC Grandchamp']",2008,Journal of …,To what extent are patterns of biological diversification determined by natural selection? We addressed this question by exploring divergence in foraging morphology of threespine stickleback fish inhabiting lake and stream habitats within eight independent watersheds
Estimating evolutionary parameters when viability selection is operating,['JD Hadfield'],2008,Proceedings of the Royal Society B …,"Some individuals die before a trait is measured or expressed (the invisible fraction), and some relevant traits are not measured in any individual (missing traits). This paper discusses how these concepts can be cast in terms of missing data problems from statistics. Using"
Aspects of size and scaling in primate biology with special reference to the locomotor skeleton,['WL Jungers'],1984,American Journal of Physical Anthropology,Scaling refers to the structural and functional consequences of differences in size (or scale) among organisms of more or less similar design. Investigations into such size‐related phenomena in primates continue to be a primary concern of physical anthropologists
The role of epistatic gene interactions in the response to selection and the evolution of evolvability,"['AJR Carter', 'J Hermisson', 'TF Hansen']",2005,Theoretical population biology,"It has been argued that the architecture of the genotype–phenotype map determines evolvability, but few studies have attempted to quantify these effects. In this article we use the multilinear epistatic model to study the effects of different forms of epistasis on the"
Sexual selection in complex environments,"['CW Miller', 'EI Svensson']",2014,Annual Review of Entomology,"Sexual selection has resulted in some of the most captivating features of insects, including flashy colors, bizarre structures, and complex pheromones. These features evolve in dynamic environments, where conditions can change rapidly over space and time. However"
Evolutionary constraints on adaptive evolution during range expansion in an invasive plant,"['RI Colautti', 'CG Eckert']",2010,Proceedings of the …,"Biological invasions may expose populations to strong selection for local adaptation along geographical gradients in climate. However, evolution during contemporary timescales can be constrained by low standing genetic variation and genetic correlations among life-history"
Correlational selection leads to genetic integration of body size and an attractive plumage trait in dark‐eyed juncos,"['JW McGlothlin', 'PG Parker', 'V Nolan', 'ED Ketterson']",2005,Evolution,"When a trait's effect on fitness depends on its interaction with other traits, the resultant selection is correlational and may lead to the integration of functionally related traits. In relation to sexual selection, when an ornamental trait interacts with phenotypic quality to"
Measuring selection in contemporary human populations,"['SC Stearns', 'SG Byars', 'DR Govindaraju']",2010,Nature Reviews …,"Are humans currently evolving? This question can be answered using data on lifetime reproductive success, multiple traits and genetic variation and covariation in those traits. Such data are available in existing long-term, multigeneration studies—both clinical and"
Artificial sexual selection alters allometry in the stalk-eyed fly Cyrtodiopsis dalmanni (Diptera: Diopsidae),['GS Wilkinson'],1993,Genetics Research,Selection for increased and decreased ratio of eye span to body length was exerted on male stalk-eyed flies (Cyrtodiopsis dalmanni) from Malaysia using replicate selected and unselected lines. Response to selection was symmetrical. After 10 generations high line
Adaptationism and optimality,"['SH Orzack', 'E Sober', 'S Orzack', 'M Ruse']",2001,NA,The debate over the relative importance of natural selection as compared to other forces affecting the evolution of organisms is a long-standing and central controversy in evolutionary biology. The theory of adaptationism argues that natural selection contains
"Developmental constraints, modules, and evolvability",['CP Klingenberg'],2005,Variation,This chapter discusses the developmental origins and evolutionary implications of covariation between traits. These are important factors influencing the evolutionary potential of morphological traits. Strong covariation can constitute an evolutionary constraint because
The dynamics of peak shifts and the pattern of morphological evolution,['R Lande'],1986,Paleobiology,"Recent theoretical results demonstrate that a phenotypic version of Wright's shifting balance theory generates the dynamical pattern of punctuated equilibria. Thus, classical mechanisms of random genetic drift and selection for multiple adaptive peaks produce"
Evolution of plant resistance to multiple herbivores: quantifying diffuse coevolution,"['K Iwao', 'MD Rausher']",1997,The American Naturalist,"Studies of coevolution in plant-herbivore systems have typically focused on tight, pairwise interactions between one herbivore and one host plant species. Diffuse coevolution, by contrast, has received much less empirical attention, presumably because imprecise"
