title,author,pub_year,venue,abstract
POLYGENIC MUTATION IN DROSOPHILA MELANOGASTER: ESTIMATES FROM DIVERGENCE AMONG INBRED STRAINS,"['TFC Mackay', 'RF Lyman', 'MS Jackson', 'C Terzian']",1992,…,"A highly inbred line of Drosophila melanogaster was subdivided into 25 replicate sublines, which were independently maintained for 100 generations with 10 pairs of unselected flies per generation. The polygenic mutation rate (VM) for two quantitative traits, abdominal and"
Thinking about the evolution of complex traits in the era of genome-wide association studies,"['G Sella', 'NH Barton']",2019,Annual review of genomics and human …,"Many traits of interest are highly heritable and genetically complex, meaning that much of the variation they exhibit arises from differences at numerous loci in the genome. Complex traits and their evolution have been studied for more than a century, but only in the last"
Reducing mutation load through sexual selection on males,"['K McGuigan', 'D Petfield']",2011,… : International Journal of …,"Mutation load is a key parameter in evolutionary theories, but relatively little empirical information exists on the mutation load of populations, or the elimination of this load through selection. We manipulated the opportunity for sexual selection within a mutation"
Polygenic mutation in Drosophila melanogaster: non-linear divergence among unselected strains.,"['TF Mackay', 'RF Lyman', 'WG Hill']",1995,Genetics,A highly inbred strain of Drosophila melanogaster was subdivided into 20 replicate sublines that were maintained independently with 10 pairs of randomly sampled parents per generation for 180 generations. The variance between lines in abdominal and sternopleural
Are heritability and selection related to population size in nature? Meta‐analysis and conservation implications,"['JLA Wood', 'MC Yates', 'DJ Fraser']",2016,Evolutionary applications,"It is widely thought that small populations should have less additive genetic variance and respond less efficiently to natural selection than large populations. Across taxa, we meta‐analytically quantified the relationship between adult census population size (N) and"
CORRELATION BETWEEN ANOLIS LIZARD DEWLAP PHENOTYPE AND ENVIRONMENTAL VARIATION INDICATES ADAPTIVE DIVERGENCE OF A SIGNAL …,"['J Ng', 'EL Landeen', 'RM Logsdon']",2013,… : International Journal of …,"Although the importance of signals involved in species recognition and sexual selection to speciation is widely recognized, the processes that underlie signal divergence are still a matter of debate. Several possible processes have been hypothesized, including genetic"
The role of genetic drift in shaping modern human cranial evolution: a test using microevolutionary modeling,['HF Smith'],2011,International journal of evolutionary biology,"The means by which various microevolutionary processes have acted in the past to produce patterns of cranial variation that characterize modern humans is not thoroughly understood. Applying a microevolutionary framework, within-and among-population variance/covariance"
"Cumulative effects of spontaneous mutations for fitness in Caenorhabditis: role of genotype, environment and stress","['CF Baer', 'N Phillips', 'D Ostrow', 'A Avalos', 'D Blanton']",2006,Genetics,"It is often assumed that the mutation rate is an evolutionarily optimized property of a taxon. The relevant mutation rate is for mutations that affect fitness, U, but the strength of selection on the mutation rate depends on the average effect of a mutation. Determination of U is"
PROPERTIES OF SPONTANEOUS MUTATIONAL VARIANCE AND COVARIANCE FOR WING SIZE AND SHAPE IN DROSOPHILA MELANOGASTER,"['D Houle', 'J Fierst']",2013,Evolution: International Journal of Organic …,"We estimated mutational variance–covariance matrices, M, for wing shape and size in two genotypes of Drosophila melanogaster after 192 generations of mutation accumulation. We characterized 21 potentially independent aspects of wing shape and size using geometric"
Positive association between copia transposition rate and copy number in Drosophila melanogaster,"['SV Nuzhdin', 'EG Pasyukova']",1996,Proceedings of the …,"Rates of copia transposition were determined directly, by cytological in situ hybridization analysis of sites of copia insertion in progeny of males from sublines of an inbred strain with different genomic copia copy numbers. Copia transposition rate was positively and"
Population bottlenecks increase additive genetic variance but do not break a selection limit in rain forest Drosophila,"['B Van Heerwaarden', 'Y Willi', 'TN Kristensen']",2008,Genetics,"According to neutral quantitative genetic theory, population bottlenecks are expected to decrease standing levels of additive genetic variance of quantitative traits. However, some empirical and theoretical results suggest that, if nonadditive genetic effects influence the"
Are molecular markers useful predictors of adaptive potential?,"['EA Mittell', 'S Nakagawa', 'JD Hadfield']",2015,Ecology Letters,"Estimates of molecular genetic variation are often used as a cheap and simple surrogate for a population's adaptive potential, yet empirical evidence suggests they are unlikely to be a valid proxy. However, this evidence is based on molecular genetic variation poorly"
Prediction of rates of inbreeding in populations selected on best linear unbiased prediction of breeding value,"['P Bijma', 'JA Woolliams']",2000,Genetics,Predictions for the rate of inbreeding (Δ F) in populations with discrete generations undergoing selection on best linear unbiased prediction (BLUP) of breeding value were developed. Predictions were based on the concept of long-term genetic contributions using
Quantitative genetics of scale counts in the garter snake Thamnophis sirtalis,"['MR Dohm', 'T Garland Jr']",1993,Copeia,"This study addresses the quantitative genetic basis of phenotypic variation and covariation for a series of meristic traits in the garter snake Thamnophis sirtalis fitchi (six head scale counts: loreals, supra-and infralabials, pre-and postoculars, temporals; three body scale"
The contribution of recombination to heterozygosity differs among plant evolutionary lineages and life-forms,"['JP Jaramillo-Correa', 'M Verdú']",2010,BMC …,"Despite its role as a generator of haplotypic variation, little is known about how the rates of recombination evolve across taxa. Recombination is a very labile force, susceptible to evolutionary and life trait related processes, which have also been correlated with general"
The maintenance of polygenic variation in finite populations,['D Houle'],1989,Evolution,"Models of the maintenance of genetic variance in a polygenic trait have usually assumed that population size is infinite and that selection is weak. Consequently, they will overestimate the amount of variation maintained in finite populations. I derive"
On the persistence and pervasiveness of a new mutation,"['A Garcia‐Dorado', 'A Caballero', 'JF Crow']",2003,Evolution,It has frequently been assumed that the persistence of a deleterious mutation (the average number of generations before its loss) and its pervasiveness (the average number of individuals carrying the gene before its loss) are equal. This is true for a particular simple
The limits to knowledge in conservation genetics,['L Nunney'],2000,Evolutionary biology,"Science is a “way of knowing”(Moore, 1984) that distinguishes itself by developing theories capable of prediction; however, in studies at the interface of evolution and the environment, this task can become formidable. The future direction of evolutionary change is intrinsically"
The evolution of age-specific mortality rates in Drosophila melanogaster: genetic divergence among unselected lines,"['SD Pletcher', 'D Houle', 'JW Curtsinger']",1999,Genetics,"Age-specific effects of spontaneous mutations on mortality rates in Drosophila are inferred from three large demographic experiments. Data were collected from inbred lines that were allowed to accumulate spontaneous mutations for 10, 19, and 47 generations. Estimates of"
"Influence of dominance, leptokurtosis and pleiotropy of deleterious mutations on quantitative genetic variation at mutation-selection balance","['XS Zhang', 'J Wang', 'WG Hill']",2004,Genetics,"In models of maintenance of genetic variance (VG) it has often been assumed that mutant alleles act additively. However, experimental data show that the dominance coefficient varies among mutant alleles and those of large effect tend to be recessive. On the basis of"
Multigeneration maximum-likelihood analysis applied to mutation-accumulation experiments in Caenorhabditis elegans,"['PD Keightley', 'TM Bataillon']",2000,Genetics,We develop a maximum-likelihood (ML) approach to estimate genomic mutation rates (U) and average homozygous mutation effects (s) from mutation-accumulation (MA) experiments in which phenotypic assays are carried out in several generations. We use simulations to
Quantitative genetics of ovariole number in Drosophila melanogaster. II. Mutational variation and genotype-environment interaction,"['ML Wayne', 'TFC Mackay']",1998,Genetics,"The rare alleles model of mutation-selection balance (MSB) hypothesis for the maintenance of genetic variation was evaluated for two quantitative traits, ovariole number and body size. Mutational variances (VM) for these traits, estimated from mutation accumulation lines, were"
Genotype× environment interaction for male attractiveness in an acoustic moth: evidence for plasticity and canalization,"['AM Danielson‐Francois', 'JK Kelly']",2006,Journal of …,"The lek paradox arises when choosy females deplete the genetic variance for male display traits from a population, yet substantial additive genetic variation (VA) in male traits persists. Thus, the lek paradox can be more generally stated as one of the most fundamental"
Adaptation and extinction in changing environments,"['R Bürger', 'M Lynch']",1997,"Environmental stress, adaptation and evolution","The extinction risk of a population is determined by its demographic properties, the environmental conditions to which it is exposed, and its genetic potential to cope with and adapt to its environment. All these factors may have stochastic as well as directional"
Gene expression evolves under a house-of-cards model of stabilizing selection,"['A Hodgins-Davis', 'DP Rice']",2015,Molecular biology and …,"Divergence in gene regulation is hypothesized to underlie much of phenotypic evolution, but the role of natural selection in shaping the molecular phenotype of gene expression continues to be debated. To resolve the mode of gene expression, evolution requires"
QUANTITATIVE GENETICS OF OVARIOLE NUMBER IN DROSOPHILA MELANOGASTER. I. SEGREGATING VARIATION AND FITNESS,"['ML Wayne', 'JB Hackett', 'TFC Mackay']",1997,Evolution,"The number of ovarioles of the Drosophila melanogaster ovary is a trait thought to be associated with female fecundity, and therefore is expected to be under strong natural selection. This hypothesis may be tested by examining patterns of genetic and"
"Did a discrete event 200,000–100,000 years ago produce modern humans?",['TD Weaver'],2012,Journal of human evolution,"Scenarios for modern human origins are often predicated on the assumption that modern humans arose 200,000–100,000 years ago in Africa. This assumption implies that something 'special'happened at this point in time in Africa, such as the speciation that"
Genetic basis of response to 50 generations of selection on body weight in inbred mice,['PD Keightley'],1998,Genetics,A long-established inbred strain of mice was divergently selected for body weight for 50 generations. Selection of new mutations affecting the trait eventually led to a divergence of approximately three phenotypic standard deviations between the high and low lines
Phylogenetic comparative methods: learning from trees,['L Harmon'],2018,NA,"Evolution is happening all around us. In many cases–lately, due to technological advances in molecular biology–scientists can now describe the evolutionary process in exquisite detail. For example, we know exactly which genes change in frequency from one generation"
Accounting for bias in estimates of the rate of polygenic mutation,"['PD Keightley', 'TFC Mackay']",1993,Proceedings of the …,Experimental data on the rate of response to artificial selection in initially inbred lines or the rate of divergence among inbred sublines can be used to estimate the rate of increase in variance of quantitative traits from new mutations. So far estimates have been based on the
Genetic architecture and postzygotic reproductive isolation: evolution of Bateson–Dobzhansky–Muller incompatibilities in a polygenic model,"['JL Fierst', 'TF Hansen']",2010,Evolution: International Journal of …,"The Bateson–Dobzhansky–Muller model predicts that postzygotic isolation evolves due to the accumulation of incompatible epistatic interactions, but few studies have quantified the relationship between genetic architecture and patterns of reproductive divergence. We"
SPONTANEOUS MUTATIONAL GENOTYPE‐ENVIRONMENT INTERACTION FOR FITNESS‐RELATED TRAITS IN DROSOPHILA MELANOGASTER,"['J Fernández', 'C López‐Fanjul']",1997,Evolution,"Spontaneous mutations were allowed to accumulate for 104–161 generations in 113–176 inbred lines, independently maintained by a single brother‐sister mating per generation, all of them derived from a completely homozygous population of Drosophila melanogaster. In"
Analysis and implications of mutational variation,"['PD Keightley', 'DL Halligan']",2009,Genetica,"Variation from new mutations is important for several questions in quantitative genetics. Key parameters are the genomic mutation rate and the distribution of effects of mutations (DEM), which determine the amount of new quantitative variation that arises per generation from"
Inbreeding depression and male survivorship in Drosophila: implications for senescence theory,"['WR Swindell', 'JL Bouzat']",2006,Genetics,"The extent to which inbreeding depression affects longevity and patterns of survivorship is an important issue from several research perspectives, including evolutionary biology, conservation biology, and the genetic analysis of quantitative traits. However, few previous"
Experimental Evolution with Caenorhabditis Nematodes,"['H Teotónio', 'S Estes', 'PC Phillips', 'CF Baer']",2017,Genetics,"The hermaphroditic nematode Caenorhabditis elegans has been one of the primary model systems in biology since the 1970s, but only within the last two decades has this nematode also become a useful model for experimental evolution. Here, we outline the goals and"
The role of advantageous mutations in enhancing the evolution of a recombination modifier,"['M Hartfield', 'SP Otto', 'PD Keightley']",2010,Genetics,"Although the evolution of recombination is still a major problem in evolutionary genetics, recent theoretical studies have shown that recombination can evolve by breaking down interference (“Hill–Robertson effects”) among multiple loci. This leads to selection on a"
MODELING THE ADAPTIVE POTENTIAL OF ISOLATED POPULATIONS: EXPERIMENTAL SIMULATIONS USING DROSOPHILA,"['WR Swindell', 'JL Bouzat']",2005,Evolution,The genetic variability underlying many morphological and stress resistance traits may largely depend on the effects of genetic drift balanced by polygenic mutation. This model of adaptive potential has played a central role in the minimum viable population size concept
"Differential behavioral ecology: The structure, life history, and evolution of primate personality","['A Weiss', 'MJ Adams']",2013,Animal Personalities,"Alexander Weiss and Mark J. Adams| 97 who considered introversion and extraversion in Japanese macaques, and Goodall (1986), who described the personalities of the chimpanzees she studied at Gombe. Rather than being simple anthropomorphism (a charge"
Inbreeding and incompatibility in Trichogramma nr. brassicae: evidence and implications for quality control,"['M Sorati', 'M Newman']",1996,… experimentalis et applicata,Inbreeding effects and incompatibility relationships were examined in strains of the egg parasitoid Trichogramma nr brassicae (Hymenoptera: Trichogrammatidae) from southeastern Australia. Crosses between strains provided weak evidence of incompatibility
MORPHOMETRIC VARIABILITY IN CONTINENTAL AND ATLANTIC ISLAND POPULATIONS OF CHAFFINCHES (FRINGILLA COELEBS),"['MD Dennison', 'AJ Baker']",1991,Evolution,"The magnitudes of phenotypic variances in peripherally isolated populations of common chaffinches (Fringilla coelebs) in the Azores, Madeira, and Canaries relative to their continental source populations in Iberia and Morocco have played a pivotal role in the"
The effects of stochastic and episodic movement of the optimum on the evolution of the G‐matrix and the response of the trait mean to selection,"['AG Jones', 'R Bürger', 'SJ Arnold']",2012,Journal of …,"Theoretical and empirical results demonstrate that the G‐matrix, which summarizes additive genetic variances and covariances of quantitative traits, changes over time. Such evolution and fluctuation of the G‐matrix could potentially have wide‐ranging effects on phenotypic"
Is ectopic expression caused by deregulatory mutations or due to gene‐regulation leaks with evolutionary potential?,"['F Rodríguez‐Trelles', 'R Tarrío', 'FJ Ayala']",2005,Bioessays,"It has long been thought that gene expression is tightly regulated in multicellular eukaryotes, so that expression profiles match functional profiles. This conception emerged from the assumption that gene activity is synonymous with gene function. This paradigm was first"
Predictions of patterns of response to artificial selection in lines derived from natural populations,"['XS Zhang', 'WG Hill']",2005,Genetics,The pattern of response to artificial selection on quantitative traits in laboratory populations can tell us something of the genetic architecture in the natural population from which they were derived. We modeled artificial selection in samples drawn from natural populations in
Effects of population structure on within-group variation in the Jirels of Nepal,"['S WILLIAMS-BLANGERO', 'J Blangero']",1990,Human Biology,"The impact of population structure on phenotypic differentiation is most frequently considered in terms of betweensubdivision variation. However, the demographic and social structures of a population also induce changes in within-group variation. We analyze the"
"Histone variant HTZ1 shows extensive epistasis with, but does not increase robustness to, new mutations","['JB Richardson', 'LD Uppendahl', 'MK Traficante']",2013,PLoS …,"Biological systems produce phenotypes that appear to be robust to perturbation by mutations and environmental variation. Prior studies identified genes that, when impaired, reveal previously cryptic genetic variation. This result is typically interpreted as evidence that"
Genetic differentiation across North America in the generalist moth Heliothis virescens and the specialist H. subflexa,"['AT Groot', 'A Classen', 'O Inglis', 'CA Blanco']",2011,Molecular …,"The two moth species Heliothis virescens (Hv) and H. subflexa (Hs) are closely related, but have vastly different feeding habits. Hv is a generalist and an important pest in many crops in the USA, while Hs is a specialist feeding only on plants in the genus Physalis. In this"
Sexual species are separated by larger genetic gaps than asexual species in rotifers,"['CQ Tang', 'U Obertegger', 'D Fontaneto']",2014,…,Why organisms diversify into discrete species instead of showing a continuum of genotypic and phenotypic forms is an important yet rarely studied question in speciation biology. Does species discreteness come from adaptation to fill discrete niches or from interspecific gaps
The divergence of neutral quantitative characters among partially isolated populations,['M Lynch'],1988,Evolution,The neutral model of phenotypic evolution has yielded several simple predictions about the long‐term rates of between‐population divergence of polygenic traits and about the equilibrium level of within‐population variance when mutation and random genetic drift are
The contribution of spontaneous mutation to variation in environmental response in Arabidopsis thaliana: responses to nutrients,"['SM Chang', 'RG Shaw']",2003,Evolution,"Although the evolutionary importance of spontaneous mutation is evident, its contribution to the evolution of ecological specificity remains unclear, because the environmental sensitivity of effects of new mutations has received little empirical attention. To address this issue, we"
Transposable element-induced polygenic mutations in Drosophila melanogaster,['TFC Mackay'],1987,Genetics Research,P-element mutagenesis was used to contaminate M-strain second chromosomes with P elements. The effect of P-element transposition on abdominal and sternopleural bristle scores and on female productivity was deduced by comparing the distributions of these
Complex and changing patterns of natural selection explain the evolution of the human hip,"['M Grabowski', 'CC Roseman']",2015,Journal of human evolution,Causal explanations for the dramatic changes that occurred during the evolution of the human hip focus largely on selection for bipedal function and locomotor efficiency. These hypotheses rest on two critical assumptions. The first—that these anatomical changes
Mutational variation and long-term selection response,['PD Keightley'],2004,Plant breeding reviews,"10 Mutational Variation and Long-term Selection Response* Peter D. Keightley School of Biological  Sciences University of Edinburgh West Mains Road, Edinburgh EH9 3JT, UK I. INTRODUCTION  II. STUDYING SPONTANEOUS MUTATIONS AFFECTING QUANTITATIVE TRAITS A. Experimental"
Gene Flow and Adaptive Potential in Drosophila melanogaster,"['WR Swindell', 'JL Bouzat']",2006,Conservation Genetics,"Gene flow among historically isolated populations is expected to increase genetic diversity and consequently the ability of populations to adapt to environmental changes. Few experimental studies, however, have examined the relationship between gene flow and the"
"Old trade, new tricks: insights into the spontaneous mutation process from the partnering of classical mutation accumulation experiments with high-throughput …","['V Katju', 'U Bergthorsson']",2019,Genome Biology and Evolution,"Mutations spawn genetic variation which, in turn, fuels evolution. Hence, experimental investigations into the rate and fitness effects of spontaneous mutations are central to the study of evolution. Mutation accumulation (MA) experiments have served as a cornerstone"
Spontaneous mutation for a quantitative trait in Drosophila melanogaster. I. Response to artificial selection,"['MA López', 'C López-Fanjul']",1993,Genetics Research,"Divergent selection for abdominal bristle number was carried out for 47 generations, starting from a completely homozygous population of Drosophila melanogaster. All lines were selected with the same proportion (20%) but at two different numbers of selected parents of"
"Heritability and fitness correlates of personality in the Ache, a natural-fertility population in Paraguay","['DH Bailey', 'RS Walker', 'GE Blomquist', 'KR Hill']",2013,PloS one,"The current study assessed the heritability of personality in a traditional natural-fertility population, the Ache of eastern Paraguay. Self-reports (n= 110) and other-reports (n= 66) on the commonly used Big Five Personality Inventory (ie, extraversion, agreeableness"
The evolution of canalization and evolvability in stable and fluctuating environments,"['A Le Rouzic', 'JM Álvarez-Castro', 'TF Hansen']",2013,Evolutionary Biology,Using a multilinear model of epistasis we explore the evolution of canalization (reduced mutational effects) and evolvability (levels of additive genetic variance) under different forms of stabilizing and fluctuating selection. We show that the total selection acting on an allele
Small and ugly? Phylogenetic analyses of the “selfing syndrome” reveal complex evolutionary fates of monomorphic primrose flowers,"['JM De Vos', 'RO Wüest', 'E Conti']",2014,Evolution,"One of the most common trends in plant evolution, loss of self‐incompatibility and ensuing increases in selfing, is generally assumed to be associated with a suite of phenotypic changes, notably a reduction of floral size, termed the selfing syndrome. We investigate"
Spontaneous mutations and the origin and maintenance of quantitative genetic variation,"['W Huang', 'RF Lyman', 'RA Lyman', 'MA Carbone']",2016,Elife,"Mutation and natural selection shape the genetic variation in natural populations. Here, we directly estimated the spontaneous mutation rate by sequencing new Drosophila mutation accumulation lines maintained with minimal natural selection. We inferred strong stabilizing"
Quantitative traits in relation to population structure: why and how are they used and what do they imply?,['R Chakraborty'],1990,Human biology,"I describe the basic ingredients of a population structure analysis and the rationale for using polygenic quantitative traits in such analyses. The complexity of inheritance and the population dynamics of quantitative traits, however, imply that inferences regarding"
Adaptive evolution of gene expression in Drosophila,"['A Nourmohammad', 'J Rambeau', 'T Held', 'V Kovacova']",2017,Cell reports,"Gene expression levels are important quantitative traits that link genotypes to molecular functions and fitness. In Drosophila, population-genetic studies have revealed substantial adaptive evolution at the genomic level, but the evolutionary modes of gene expression"
"Random genetic drift, natural selection, and noise in human cranial evolution",['CC Roseman'],2016,American journal of physical anthropology,Objectives This study assesses the extent to which relationships among groups complicate comparative studies of adaptation in recent human cranial variation and the extent to which departures from neutral additive models of evolution hinder the reconstruction of population
Evolution and maintenance of quantitative genetic variation by mutations,"['CC Cockerham', 'H Tachida']",1987,Proceedings of the National …,"The genotypic variance within, sigma 2w, and between, sigma 2b, random mating populations and rates and times for convergence to equilibrium values from different founder populations are formulated for an additive genetic model with an arbitrary number of alleles"
Morphological evaluation of cork oak (Quercus suber): Mediterranean provenance variability in Tunisia,"['M Gandour', 'ML Khouja', 'L Toumi', 'S Triki']",2007,Annals of forest science,"Twenty-six provenances (2 340 plants) of cork oak (Quercus suber spp.) originating from Portugal, Spain, Italy, Morocco, Algeria, and Tunisia were tested for genetic variation among and within provenances by growth traits. Seven morphometrical characters were"
"Geographical variation in selection, from phenotypes to molecules",['JK Kelly'],2006,The American Naturalist,Molecular technologies now allow researchers to isolate quantitative trait loci (QTLs) and measure patterns of gene sequence variation within chromosomal regions containing important polymorphisms. I develop a simulation model to investigate gene sequence
Random walk as a null model for high-dimensional morphometrics of fossil series: geometrical considerations,['FL Bookstein'],2013,Paleobiology,"Over the past quarter-century there has been considerable innovation in methods for assessing the tempo and mode of evolution in paleobiological data sets. The current literature of these methods centers on three competing hypotheses—stasis, random walk"
"Electroreception, electrogenesis and electric signal evolution",['WGR Crampton'],2019,Journal of fish biology,"Electroreception, the capacity to detect external underwater electric fields with specialised receptors, is a phylogenetically widespread sensory modality in fishes and amphibians. In passive electroreception, a capacity possessed by c. 16% of fish species, an animal uses"
Dental variation and biological affinity among Middle Holocene human populations in North America,['JF Powell'],1995,NA,"The"" Tripartite"" model of the peopling of the New World presents the hypothesis that all Native American linguistic, dental, and genetic variation was the result of three migratory"" waves"" from northeast Asia, whose descendants are modern Amerindian, Na-Dene, and"
Understanding the population genetic structure of coastal species (Cakile maritima): seed dispersal and the role of sea currents in determining population structure,"['M Gandour', 'K Hessini', 'C Abdelly']",2008,Genetics Research,"The nature and extent of long-distance seed dispersal are currently poorly understood, largely due to the inherent difficulty in detecting such a phenomenon. Genetic methods provide one of the few general approaches that offer the potential to accurately address this"
Genetic and morphometric differentiation in introduced populations of common chaffinches (Fringilla coelebs) in New Zealand,"['AJ Baker', 'MK Peck', 'MA Goldsmith']",1990,The Condor,Approximately 400 Common Chaffinches (Fringilla coelebs) were introduced last century into New Zealand from England. These founders and their descendents have been such successful colonizers that they are now among the most abundant and widespread
Multiple equilibria and maintenance of additive genetic variance in a model of pleiotropy,"['A Hastings', 'CL Hom']",1990,Evolution,We describe a multilocus model that incorporates pleiotropic stabilizing selection on a large number of characters. We find many different stable equilibria with different levels of polymorphism and additive genetic variability. The results lend support to Wright's concept of
The study of geographic variation,['RM Zink'],1989,The Auk,"versity, Baton Rouge, Louisiana 70803-3216 USA. not be a reliable guide to genetic differentiation even at loci influencing morphology; environmental in-duction was posed as a potential mechanism of morphological divergence. Without the genetic data I probably"
Standing variation and new mutations both contribute to a fast response to selection for flowering time in maize inbreds,"['E Durand', 'MI Tenaillon', 'C Ridel']",2010,BMC …,"In order to investigate the rate and limits of the response to selection from highly inbred genetic material and evaluate the respective contribution of standing variation and new mutations, we conducted a divergent selection experiment from maize inbred lines in open"
Small population genetic variability at loci under stabilizing selection,['P Foley'],1992,Evolution,"Genetic variability at a locus under stabilizing selection in a finite population is investigated using analytic methods and computer simulations. Three measures are examined: the number of alleles k, heterozygosity H, and additive genetic variance Vg. A nearly‐neutral"
COMPARATIVE EVOLUTIONARY ANALYSIS OF METABOLISM IN NINE DROSOPHILA SPECIES,"['AG Clark', 'L Wang']",1994,Evolution,"To attain balanced and efficient metabolism, the genes encoding enzymes involved in intermediary metabolism must be coordinately regulated. Gross misregulation of these genes can result in deleterious metabolic imbalances, as seen in transgenic laboratory"
STABILIZING SELECTION DETECTED FOR BRISTLE NUMBER IN DROSOPHILA MELANOGASTER,"['A García‐Dorado', 'JA González']",1996,Evolution,"Stabilizing selection, which favors intermediate phenotypes, is frequently invoked as the selective force maintaining a population's status quo. Two main alternative reasons for stabilizing selection on a quantitative trait are possible:(1) intermediate trait values can be"
"Phylogenies and comparative data, a microevolutionary perspective",['EP Martins'],1995,… Transactions of the Royal Society of …,"As species evolve along a phylogenetic tree, their phenotypes diverge. We expect closely related species to retain some phenotypic similarities owing to their shared evolutionary histories. The degree of similarity depends both on the phylogeny and on the detailed"
Quantitative genetic variability maintained by mutation-stabilizing selection balance: sampling variation and response to subsequent directional selection,"['PD Keightley', 'WG Hill']",1989,Genetics Research,"A model of genetic variation of a quantitative character subject to the simultaneous effects of mutation, selection and drift is investigated. Predictions are obtained for the variance of the genetic variance among independent lines at equilibrium with stabilizing selection. These"
"Associations between environmental stress, selection history, and quantitative genetic variation in Drosophila melanogaster","['WR Swindell', 'JL Bouzat']",2006,Genetica,Stressful environments may increase quantitative genetic variation in populations by promoting the expression of genetic variation that has not previously been eliminated or canalized by natural selection. This “selection history” hypothesis predicts that novel
Little adaptive potential in a threatened passerine bird,"['P de Villemereuil', 'A Rutschmann', 'KD Lee', 'JG Ewen']",2019,Current Biology,"Threatened species face numerous threats, including future challenges triggered by global change. A possible way to cope with these challenges is through adaptive evolution, which requires adaptive potential. Adaptive potential is defined as the genetic variance needed to"
Estimating mutation rate: how to count mutations?,"['YX Fu', 'H Huai']",2003,Genetics,"Mutation rate is an essential parameter in genetic research. Counting the number of mutant individuals provides information for a direct estimate of mutation rate. However, mutant individuals in the same family can share the same mutations due to premeiotic mutation"
No Evidence of Elevated Germline Mutation Accumulation Under Oxidative Stress in Caenorhabditis elegans,"['J Joyner-Matos', 'LC Bean', 'HL Richardson', 'T Sammeli']",2011,Genetics,"Variation in rates of molecular evolution has been attributed to numerous, interrelated causes, including metabolic rate, body size, and generation time. Speculation concerning the influence of metabolic rate on rates of evolution often invokes the putative mutagenic"
Evolution of primate gene expression: drift and corrective sweeps?,"['R Chaix', 'M Somel', 'DP Kreil', 'P Khaitovich', 'GA Lunter']",2008,Genetics,"Changes in gene expression play an important role in species' evolution. Earlier studies uncovered evidence that the effect of mutations on expression levels within the primate order is skewed, with many small downregulations balanced by fewer but larger"
Nonadaptive processes in primate and human evolution,['EE Harris'],2010,American journal of physical anthropology,"Evolutionary biology has tended to focus on adaptive evolution by positive selection as the primum mobile of evolutionary trajectories in species while underestimating the importance of nonadaptive evolutionary processes. In this review, I describe evidence that suggests that"
Neutral evolution of multiple quantitative characters: a genealogical approach,"['CK Griswold', 'B Logsdon', 'R Gomulkiewicz']",2007,Genetics,"The G matrix measures the components of phenotypic variation that are genetically heritable. The structure of G, that is, its principal components and their associated variances, determines, in part, the direction and speed of multivariate trait evolution. In this article we"
Variance of neutral genetic variances within and between populations for a quantitative character.,"['ZB Zeng', 'CC Cockerham']",1991,Genetics,The variances of genetic variances within and between finite populations were systematically studied using a general multiple allele model with mutation in terms of identity by descent measures. We partitioned the genetic variances into components corresponding
THE CONTRIBUTION OF SPONTANEOUS MUTATION TO VARIATION IN ENVIRONMENTAL RESPONSES OF ARABIDOPSIS THALIANA: RESPONSES TO LIGHT,"['CM Kavanaugh', 'RG Shaw']",2005,Evolution,"It has been hypothesized that new, spontaneous mutations tend to reduce fitness more severely in more stressful environments. To address this hypothesis, we grew plants representing 20 Arabidopsis thaliana mutationaccumulation (M‐A) lines, advanced to"
Accumulation of mutations affecting body weight in inbred mouse lines,"['A Caballero', 'PD Keightley', 'WG Hill']",1995,Genetics Research,"The variation from spontaneous mutations for 6-week body weight in the mouse was estimated by selection from a cross of two inbred sublines, C57BL/6 and C57BL/10, separated about 50 years previously from the same inbred line. Selection was practised"
Quantitative traits and population structure: Introduction,"['S Williams-Blangero', 'J Blangero', 'B Towne']",1990,Human biology,"The majority of papers in this issue resulted from a symposium entitled"" Quantitative Traits and Population Structure,"" which was organized for the 1989 meeting of the American Association of Physical Anthropologists. The purpose of this session was to assess current"
Polygenic Mutation in Drosophila melanogaster Mapping Spontaneous Mutations Affecting Sensory Bristle Number,"['TFC Mackay', 'RF Lyman', 'F Lawrence']",2005,Genetics,"Our ability to predict long-term responses to artificial and natural selection, and understand the mechanisms by which naturally occurring variation for quantitative traits is maintained, depends on detailed knowledge of the properties of spontaneous polygenic mutations"
"The paradox of gradualism: phyletic evolution in two lineages of lymnocardiid bivalves (Lake Pannon, central Europe)","['DH Geary', 'G Hunt', 'I Magyar', 'H Schreiber']",2010,Paleobiology,"Patterns preserved in the fossil record are of the highest importance in addressing questions about long-term evolutionary processes, yet both the description of pattern and its translation into process can be difficult. With respect to gradual phyletic change, we know that randomly"
Polygenic mutation in Drosophila melanogaster: genotype× environment interaction for spontaneous mutations affecting bristle number,"['TFC Mackay', 'RF Lyman']",1998,Genetica,"A highly inbred line of Drosophila melanogaster was subdivided into replicate sublines that were subsequently maintained independently with 10 pairs of parents per generation. The parents were randomly sampled for 19 'unselected'sublines, and artificially selected for high"
