title,author,pub_year,venue,abstract
"Coevolution of tooth crown height and diet in oreodonts (Merycoidodontidae, Artiodactyla) examined with phylogenetically independent contrasts","['MC Mihlbachler', 'N Solounias']",2006,Journal of Mammalian Evolution,"The evolution of increased tooth crown height is considered to be an adaptation for coping with excessive rates of dental wear associated with abrasive herbivorous diets, such as grazing and (or high levels of exogenous grit (eg dust, sand, ash). Evolutionary trends in the"
MIPoD: a hypothesis-testing framework for microevolutionary inference from patterns of divergence,"['PA Hohenlohe', 'SJ Arnold']",2008,The American Naturalist,"Despite the many triumphs of comparative biology during the past few decades, the field has remained strangely divorced from evolutionary genetics. In particular, comparative methods have failed to incorporate multivariate process models of microevolution that include genetic"
A null model of morphospace occupation,"['MR Pie', 'JS Weitz']",2005,The American Naturalist,"Progress in understanding the relationship between lineage diversity, morphological diversity, and morphospace dynamics has been hampered by the lack of an appropriate null model of morphospace occupation. In this article, we introduce a simple class of models"
Statistical framework for phylogenomic analysis of gene family expression profiles,['X Gu'],2004,Genetics,"Microarray technology has produced massive expression data that are invaluable for investigating the genomewide evolutionary pattern of gene expression. To this end, phylogenetic expression analysis is highly desirable. On the basis of the Brownian process"
Phenotypic plasticity to light intensity in Arabidopsis thaliana: invariance of reaction norms and phenotypic integration,"['M Pigliucci', 'A Kolodynska']",2002,Evolutionary Ecology,Phenotypic plasticity (the pattern of response of organisms to changes in environmental conditions) and phenotypic integration (the pattern of character correlations) are important components of our understanding of the evolution of complex phenotypes. Most studies
Exploring patterns of interspecific variation in quantitative traits using sequential phylogenetic eigenvector regressions,"['JA Felizola Diniz Filho', 'TF Rangel']",2012,… Journal of Organic …,"A number of metrics have been developed for estimating phylogenetic signal in data and to evaluate correlated evolution, inferring broad‐scale evolutionary and ecological processes. Here, we proposed an approach called phylogenetic signal‐representation (PSR) curve"
EVOLUTION OF EXTREME BODY SIZE DISPARITY IN MONITOR LIZARDS (VARANUS),"['DC Collar', 'JA Schulte II']",2011,… : International Journal of …,"Many features of species' biology, including life history, physiology, morphology, and ecology are tightly linked to body size. Investigation into the causes of size divergence is therefore critical to understanding the factors shaping phenotypic diversity within clades. In"
Mutation predicts 40 million years of fly wing evolution,"['D Houle', 'GH Bolstad', 'K van der Linde', 'TF Hansen']",2017,Nature,"Mutation enables evolution, but the idea that adaptation is also shaped by mutational variation is controversial 1, 2, 3, 4. Simple evolutionary hypotheses predict such a relationship if the supply of mutations constrains evolution 5, 6, but it is not clear that"
Ecology and evolutionary biology of Arabidopsis,['M Pigliucci'],2002,The Arabidopsis book/American Society of Plant …,"Arabidopsis thaliana is now widely used as a model system in molecular and developmental biology, as well as in physiology and cell biology. However, ecologists and evolutionary biologists have turned their attention to the mouse ear cress only much more recently and"
Relating traits to diversification: a simple test,"['RP Freckleton', 'AB Phillimore']",2008,The American …,We describe a simple comparative method for determining whether rates of diversification are correlated with continuous traits in species-level phylogenies. This involves comparing traits of species with net speciation rate (number of nodes linking extant species with the root
Cope's rule and the adaptive landscape of dinosaur body size evolution,"['RBJ Benson', 'G Hunt', 'MT Carrano']",2018,Palaeontology,"The largest known dinosaurs weighed at least 20 million times as much as the smallest, indicating exceptional phenotypic divergence. Previous studies have focused on extreme giant sizes, tests of Cope's rule, and miniaturization on the line leading to birds. We use non"
Gradual or pulsed evolution: when should punctuational explanations be preferred?,['G Hunt'],2008,Paleobiology,The problem of gradual versus punctuated change within phyletic lineages can be understood in terms of the homogeneity of evolutionary dynamics. Hypotheses of punctuated change imply that the rules governing evolutionary change shift over time such
Convergence in a mechanically complex phenotype: detecting structural adaptations for crushing in cichlid fish,"['CD Hulsey', 'RJ Roberts', 'ASP Lin']",2008,… Journal of Organic …,"Morphological convergence provides strong evidence that evolution is adaptive. However, putatively convergent morphology is often examined in two dimensions with no explicit model of function. In this study, we investigated structural and mechanical similarities of the"
Characterizing the evolution of genetic variance using genetic covariance tensors,"['E Hine', 'SF Chenoweth']",2009,… Transactions of the …,Determining how genetic variance changes under selection in natural populations has proved to be a very resilient problem in evolutionary genetics. In the same way that understanding the availability of genetic variance within populations requires the
Genetic constraints predict evolutionary divergence in Dalechampia blossoms,"['GH Bolstad', 'TF Hansen', 'C Pélabon']",2014,… of the Royal …,"If genetic constraints are important, then rates and direction of evolution should be related to trait evolvability. Here we use recently developed measures of evolvability to test the genetic constraint hypothesis with quantitative genetic data on floral morphology from the"
Estimating ancestral states of a communicative display: a comparative study ofCyclurarock iguanas,"['EP Martins', 'J Lamont']",1998,Animal Behaviour,In this study we describe the signature headbob displays of seven of the eight extant species ofCycluraiguanas using data collected from the field and from captive animals. We used phylogenetic comparative methods to estimate the ancestral states of several measures of
Fitting models of continuous trait evolution to incompletely sampled comparative data using approximate Bayesian computation,"['GJ Slater', 'LJ Harmon', 'D Wegmann']",2012,… Journal of Organic …,"In recent years, a suite of methods has been developed to fit multiple rate models to phylogenetic comparative data. However, most methods have limited utility at broad phylogenetic scales because they typically require complete sampling of both the tree and"
Pulsed evolution shaped modern vertebrate body sizes,"['MJ Landis', 'JG Schraiber']",2017,Proceedings of the National …,"The relative importance of different modes of evolution in shaping phenotypic diversity remains a hotly debated question. Fossil data suggest that stasis may be a common mode of evolution, while modern data suggest some lineages experience very fast rates of evolution"
"Evolution of flightlessness in rails (Gruiformes, Rallidae)",['BC Livezey'],2003,NA,
Differential evolution of advertisement call traits in dart‐poison frogs (Anura: Dendrobatidae),"['L Erdtmann', 'A Amezquita']",2009,Ethology,"The ability to recognise and discriminate between heterospecific and conspecific individuals plays an essential role in mate choice, reproductive isolation and thus species diversification. Many animals discriminate based on advertisement calls, whose evolution"
Estimating the effect of competition on trait evolution using maximum likelihood inference,"['J Drury', 'J Clavel', 'M Manceau', 'H Morlon']",2016,Systematic Biology,"Many classical ecological and evolutionary theoretical frameworks posit that competition between species is an important selective force. For example, in adaptive radiations, resource competition between evolving lineages plays a role in driving phenotypic"
Models and methods for analyzing phenotypic evolution in lineages and clades,"['G Hunt', 'MT Carrano']",2010,The Paleontological Society Papers,"In this chapter we discuss methods for analyzing continuous traits, with an emphasis on those approaches that rely on explicit statistical models of evolution and incorporate genealogical information (ancestor–descendant or phylogenetic relationships). After"
"Scaling, selection, and evolutionary dynamics of the mitotic spindle","['R Farhadifar', 'CF Baer', 'AC Valfort', 'EC Andersen']",2015,Current biology,"Background Cellular structures such as the nucleus, Golgi, centrioles, and spindle show remarkable diversity between species, but the mechanisms that produce these variations in cell biology are not known. Results Here we investigate the mechanisms that contribute to"
The ecology of a continental evolutionary radiation: Is the radiation of sigmodontine rodents adaptive?,"['R Maestri', 'LR Monteiro', 'R Fornel', 'NS Upham']",2017,…,Evolutionary radiations on continents are less well‐understood and appreciated than those occurring on islands. The extent of ecological influence on species divergence can be evaluated to determine whether a radiation was ultimately the outcome of divergent natural
Evolution of leaf form correlates with tropical–temperate transitions in Viburnum (Adoxaceae),"['SB Schmerler', 'WL Clement']",2012,… of the Royal …,"Strong latitudinal patterns in leaf form are well documented in floristic comparisons and palaeobotanical studies. However, there is little agreement about their functional significance; in fact, it is still unknown to what degree these patterns were generated by"
Measurement errors should always be incorporated in phylogenetic comparative analysis,"['D Silvestro', 'A Kostikova', 'G Litsios']",2015,Methods in Ecology …,"The evolution of continuous traits is the central component of comparative analyses in phylogenetics, and the comparison of alternative models of trait evolution has greatly improved our understanding of the mechanisms driving phenotypic differentiation. Several"
Phylogenetic versus functional signals in the evolution of form–function relationships in terrestrial vision,"['R Motani', 'L Schmitz']",2011,Evolution: International Journal of …,"Phylogeny is deeply pertinent to evolutionary studies. Traits that perform a body function are expected to be strongly influenced by physical “requirements” of the function. We investigated if such traits exhibit phylogenetic signals, and, if so, how phylogenetic noises"
Multivariate Qst–Fst Comparisons: A Neutrality Test for the Evolution of the G Matrix in Structured Populations,"['G Martin', 'E Chapuis', 'J Goudet']",2008,Genetics,"Neutrality tests in quantitative genetics provide a statistical framework for the detection of selection on polygenic traits in wild populations. However, the existing method based on comparisons of divergence at neutral markers and quantitative traits (Q st–F st) suffers from"
A phylogenetic approach to determining the importance of constraint on phenotypic evolution in the neotropical lizard Anolis cristatellus,"['LJ Revell', 'LJ Harmon']",2007,Evolutionary …,Question: Is the pattern of phenotypic divergence among populations influenced by constraint in the form of the genetic covariances among characters? Background: Quantitative genetic theory predicts that when evolutionary lineages diverge simultaneously
Putting phylogeny into the analysis of biological traits: a methodological approach,"['T Jombart', 'S Pavoine', 'S Devillard', 'D Pontier']",2010,Journal of Theoretical …,"Phylogenetic comparative methods have long considered phylogenetic signal as a source of statistical bias in the correlative analysis of biological traits. However, the main life-history strategies existing in a set of taxa are often combinations of life history traits that are"
"Elaborate visual and acoustic signals evolve independently in a large, phenotypically diverse radiation of songbirds","['NA Mason', 'AJ Shultz', 'KJ Burns']",2014,Proceedings of the …,"The concept of a macroevolutionary trade-off among sexual signals has a storied history in evolutionary biology. Theory predicts that if multiple sexual signals are costly for males to produce or maintain and females prefer a single, sexually selected trait, then an inverse"
Evolution of viviparity: a phylogenetic test of the cold‐climate hypothesis in phrynosomatid lizards,"['SM Lambert', 'JJ Wiens']",2013,Evolution,"The evolution of viviparity is a key life‐history transition in vertebrates, but the selective forces favoring its evolution are not fully understood. With> 100 origins of viviparity, squamate reptiles (lizards and snakes) are ideal for addressing this issue. Some evidence"
Tissue-driven hypothesis of genomic evolution and sequence-expression correlations,"['X Gu', 'Z Su']",2007,Proceedings of the National Academy of …,"To maintain normal physiological functions, different tissues may have different developmental constraints on expressed genes. Consequently, the evolutionary tolerance for genomic evolution varies among tissues. Here, we formulate this argument as a “tissue"
Phenotypic variation in fossil samples: modeling the consequences of time-averaging,['G Hunt'],2004,Paleobiology,Fossil samples almost always accumulate on timescales much longer than the life spans of individual organisms. This time-averaging has the potential to inflate the variability of fossil samples because phenotypic changes may occur during the interval of sample
Estimating the wood density of species for carbon stock assessments,"['O Flores', 'DA Coomes']",2011,Methods in Ecology and Evolution,"Studies of forest carbon stocks and fluxes rely on estimates of specific wood density to convert tree diameter and height measurements made within permanent plots into carbon stock estimates. However, measurements of wood density are often available for only a"
Hidden patterns of phylogenetic non‐stationarity overwhelm comparative analyses of niche conservatism and divergence,"['JAF Diniz‐Filho', 'LC Terribile']",2010,Global Ecology and …,"Aim Despite the importance of the niche concept in ecological and evolutionary theory, there are still many discussions about its definition and operational evaluation, especially when dealing with niche divergence and conservatism in an explicit phylogenetic context. Here we"
Immune genes are hotspots of shared positive selection across birds and mammals,"['AJ Shultz', 'TB Sackton']",2019,Elife,Consistent patterns of positive selection in functionally similar genes can suggest a common selective pressure across a group of species. We use alignments of orthologous protein-coding genes from 39 species of birds to estimate parameters related to positive selection
Rapidly evolving traits and the comparative method: how important is testing for phylogenetic signal?,"['FE Rheindt', 'TU Grafe']",2004,Evolutionary Ecology …,"The indiscriminate application of phylogenetically based comparative methods in cross-species correlated evolution analyses has been questioned. It has been argued that traits are not always significantly correlated to their phylogenetic history, and that correcting for"
On the analysis of evolutionary change along single branches in a phylogeny,['LJ Revell'],2008,The American Naturalist,Comparative biologists are sometimes interested in estimating the evolutionary rate along single branches in a phylogeny. I evaluate two methods by which the evolutionary rate along single branches can be compared with the evolutionary rate throughout the rest of the tree
"Relationships of diversity, disparity, and their evolutionary rates in squirrels (Sciuridae)","['ML Zelditch', 'J Li', 'LAP Tran', 'DL Swiderski']",2015,Evolution,"Several theories predict that rapidly diversifying clades will also rapidly diverge phenotypically; yet, there are also reasons for suspecting that diversification and divergence might not be correlated. In the widely distributed squirrel clade (Sciuridae), we test for"
Discovering exceptional diversifications at continental scales: the case of the endemic families of Neotropical suboscine passerines,['S Claramunt'],2010,Evolution: International Journal of Organic …,"The study of continental adaptive radiations has lagged behind research on their island counterparts in part because the mere identification of adaptive radiations is more challenging at continental scales. Here, I demonstrate a new method based on simulations"
Phylogenetic diversity and conservation priorities under distinct models of phenotypic evolution,"['J Alexandre', 'F DINIZ‐FILHO']",2004,Conservation Biology,"Phylogenetics sometimes plays a major role in conservation planning, although there are still discussions about what to conserve, the evolutionary novelty revealed by adaptive process or the evolutionary potential expressed by neutral genetic divergence. I discuss the"
Accelerated evolutionary rates in tropical and oceanic parmelioid lichens (Ascomycota),"['HT Lumbsch', 'AL Hipp', 'PK Divakar', 'O Blanco']",2008,BMC Evolutionary …,"The rate of nucleotide substitutions is not constant across the Tree of Life, and departures from a molecular clock have been commonly reported. Within parmelioid lichens, the largest group of macrolichens, large discrepancies in branch lengths between clades were found in"
"Phylogenetic analysis of correlation structure in stalk‐eyed flies (Diasemopsis, Diopsidae)","['RH Baker', 'GS Wilkinson']",2003,Evolution,Morphological divergence among species may be constrained by the pattern of genetic variances and covariances among traits within species. Assessing the existence of such a relationship in nature requires information on the stability of intraspecific correlation and
Scale‐dependence of phylogenetic signal in ecological traits of ectoparasites,"['BR Krasnov', 'R Poulin', 'D Mouillot']",2011,Ecography,The non‐independence of traits among closely related species is a well‐documented phenomenon underpinning modern methods for comparative analyses or prediction of trait values in new species. Surprisingly such studies have mainly focused on life‐history or
Building trees of algae: some advances in phylogenetic and evolutionary analysis,"['H Verbruggen', 'EC Theriot']",2008,European Journal of Phycology,Molecular phylogenetics has become a prominent aspect of algal systematics. The field of phylogenetic reconstruction is fast-evolving and novel techniques take time to penetrate taxonomic research. We highlight a selection of advances in phylogenetic inference and
Shedding light on the 'dark side'of phylogenetic comparative methods,"['N Cooper', 'GH Thomas']",2016,Methods in Ecology and …,"Phylogenetic comparative methods are becoming increasingly popular for investigating evolutionary patterns and processes. However, these methods are not infallible–they suffer from biases and make assumptions like all other statistical methods. Unfortunately, although"
Homosexual behaviour in birds: frequency of expression is related to parental care disparity between the sexes,"['GR MacFarlane', 'SP Blomberg', 'PL Vasey']",2010,Animal Behaviour,"Homosexual behaviour occurs in over 130 species of birds, yet explaining its maintenance in evolutionary terms appears problematic at face value, as such sexual behaviours do not seem in immediate pursuit of reproductive goals. Parental care sexual conflict theory"
"Evolutionary biomechanics: selection, phylogeny, and constraint","['G Taylor', 'A Thomas']",2014,NA,Evolutionary biomechanics is the study of evolution through the analysis of biomechanical systems. Its unique advantage is the precision with which physical constraints and performance can be predicted from first principles. Instead of reviewing the entire breadth of
Phylogeny shape and the phylogenetic comparative method,"['EP Martins', 'EA Housworth']",2002,Systematic biology,"We explored the impact of phylogeny shape on the results of interspecific statistical analyses incorporating phylogenetic information. In most phylogenetic comparative methods (PCMs), the phylogeny can be represented as a relationship matrix, and the hierarchical nature of"
A unifying comparative phylogenetic framework including traits coevolving across interacting lineages,"['M Manceau', 'A Lambert', 'H Morlon']",2017,Systematic biology,"Models of phenotypic evolution fit to phylogenetic comparative data are widely used to make inferences regarding the tempo and mode of trait evolution. A wide range of models is already available for this type of analysis, and the field is still under active development"
Correlated response in reproductive and life history traits to selection on testis length in Drosophila hydei,"['S Pitnick', 'GT Miller']",2000,Heredity,"Flies in the genus Drosophila have undergone striking evolutionary divergence in the size and number of sperm produced. Based on comparative studies of sperm length, testis length, and other reproductive and life history traits, including body size, age at first"
Phenotypic Evolution: The Ongoing Synthesis: (American Society of Naturalists Address),['SJ Arnold'],2014,NA,"I explore the proposition that evolutionary biology is currently in the midst of its greatest period of synthesis. This period, which I call the Ongoing Synthesis, began in 1963 and continues at the present time. I use analysis of citations, conduct, and content to compare the"
Analysis of a data matrix and a graph: Metagenomic data and the phylogenetic tree,['E Purdom'],2011,The Annals of Applied Statistics,In biological experiments researchers often have information in the form of a graph that supplements observed numerical data. Incorporating the knowledge contained in these graphs into an analysis of the numerical data is an important and nontrivial task. We look at
Phylogenetic comparative methods: learning from trees,['L Harmon'],2018,NA,"Evolution is happening all around us. In many cases–lately, due to technological advances in molecular biology–scientists can now describe the evolutionary process in exquisite detail. For example, we know exactly which genes change in frequency from one generation"
Plumage evolution in relation to light environment in a novel clade of Neotropical tanagers,"['AJ Shultz', 'KJ Burns']",2013,Molecular Phylogenetics and Evolution,Molecular phylogenetic analyses have greatly changed Neotropical avian systematics in the past couple of decades. These new phylogenies provide the necessary framework to study the ecology and natural history of species in the region in an evolutionary context. This study
Reconstructing ancestral ecologies: challenges and possible solutions,['CR Hardy'],2006,Diversity and Distributions,"There are several ways to extract information about the evolutionary ecology of clades from their phylogenies. Of these, character state optimization and 'ancestor reconstruction'are perhaps the most widely used despite their being fraught with assumptions and potential"
How predation shaped fish: the impact of fin spines on body form evolution across teleosts,"['SA Price', 'ST Friedman']",2015,Proceedings of the …,"It is well known that predators can induce morphological changes in some fish: individuals exposed to predation cues increase body depth and the length of spines. We hypothesize that these structures may evolve synergistically, as together, these traits will further enlarge"
On the adaptive accuracy of directional asymmetry in insect wing size,"['C Pélabon', 'TF Hansen']",2008,Evolution: International Journal of …,"Subtle left–right biases are often observed in organisms with an overall bilateral symmetry. The evolutionary significance of these directional asymmetries remains uncertain, however, and scenarios of both developmental constraints and adaptation have been suggested"
Ecological variation in South American geophagine cichlids arose during an early burst of adaptive morphological and functional evolution,"['JH Arbour', 'H López-Fernández']",2013,Proceedings of the …,Diversity and disparity are unequally distributed both phylogenetically and geographically. This uneven distribution may be owing to differences in diversification rates between clades resulting from processes such as adaptive radiation. We examined the rate and distribution
The degree and pattern of phylogenetic signal in primate long-bone structure,"[""MC O'Neill"", 'SD Dobson']",2008,Journal of Human Evolution,"Interspecific scaling is a fundamental tool for comparative studies of primate long-bone structure and adaptation. However, scaling analyses based on conventional statistical methods can lead to false positives regarding adaptive relationships when traits exhibit"
The role of sexual and natural selection in shaping patterns of sexual dichromatism in the largest family of songbirds (Aves: Thraupidae),"['AJ Shultz', 'KJ Burns']",2017,Evolution,"Males and females can be under different evolutionary pressures if sexual and natural selection is differentially operating in each sex. As a result, many species have evolved sexual dichromatism, or differences in coloration between sexes. Although sexual"
The contribution of viral genotype to plasma viral set-point in HIV infection,"['E Hodcroft', 'JD Hadfield', 'E Fearnhill', 'A Phillips']",2014,PLoS …,"Disease progression in HIV-infected individuals varies greatly, and while the environmental and host factors influencing this variation have been widely investigated, the viral contribution to variation in set-point viral load, a predictor of disease progression, is less"
Comparative rates of lower jaw diversification in cichlid adaptive radiations,"['CD Hulsey', 'MC Mims', 'NF Parnell']",2010,Journal of evolutionary …,"The lower jaw (LJ) provides an ideal trophic phenotype to compare rates and patterns of macroevolution among cichlid radiations. Using a novel phylogeny of four genes (ND2, dlx2, mitfb, and s7), we examined the evolutionary relationships among two of the most"
Character trees from transcriptome data: Origin and individuation of morphological characters and the so‐called “species signal”,"['JM Musser', 'GP Wagner']",2015,Journal of Experimental Zoology Part …,We elaborate a framework for investigating the evolutionary history of morphological characters. We argue that morphological character trees generated by phylogenetic analysis of transcriptomes provide a useful tool for identifying causal gene expression differences
Simultaneous Bayesian estimation of alignment and phylogeny under a joint model of protein sequence and structure,"['JL Herman', 'CJ Challis', 'A Novák', 'J Hein']",2014,Molecular biology …,"For sequences that are highly divergent, there is often insufficient information to infer accurate alignments, and phylogenetic uncertainty may be high. One way to address this issue is to make use of protein structural information, since structures generally diverge"
Mate choice and courtship signal differentiation promotes speciation in an Amazonian frog,"['MA Guerra', 'SR Ron']",2008,Behavioral Ecology,"Female mate choice influences the evolution of male courtship signals and may promote speciation when those sexually selected traits also have a function in species discrimination. Here, we assess interpopulation female mate choice by conducting phonotaxis experiments"
Is dietary niche breadth linked to morphology and performance in Sandveld lizards Nucras (Sauria: Lacertidae)?,"['S Edwards', 'KA Tolley', 'B Vanhooydonck']",2013,Biological Journal of …,"The functional characteristics of prey items (such as hardness and evasiveness) have been linked with cranial morphology and performance in vertebrates. In lizards particularly, species with more robust crania generally feed on harder prey items and possess a greater"
Phylogenetic comparative methods on phylogenetic networks with reticulations,"['P Bastide', 'C Solís-Lemus', 'R Kriebel']",2018,Systematic …,The goal of phylogenetic comparative methods (PCMs) is to study the distribution of quantitative traits among related species. The observed traits are often seen as the result of a Brownian Motion (BM) along the branches of a phylogenetic tree. Reticulation events such
Accelerated body size evolution during cold climatic periods in the Cenozoic,"['J Clavel', 'H Morlon']",2017,… of the National Academy of Sciences,"How ecological and morphological diversity accumulates over geological time is much debated. Adaptive radiation theory has been successful in testing the effects of biotic interactions on the rapid divergence of phenotypes within a clade, but this theory ignores"
Random sampling of constrained phylogenies: conducting phylogenetic analyses when the phylogeny is partially known,"['EA Housworth', 'EP Martins']",2001,Systematic Biology,"Statistical randomization tests in evolutionary biology often require a set of random, computer-generated trees. For example, earlier studies have shown how large numbers of computer-generated trees can be used to conduct phylogenetic comparative analyses even"
Predictors of contraction and expansion of area of occupancy for British birds,"['CJA Bradshaw', 'BW Brook', 'S Delean']",2014,… of the Royal …,"Geographical range dynamics are driven by the joint effects of abiotic factors, human ecosystem modifications, biotic interactions and the intrinsic organismal responses to these. However, the relative contribution of each component remains largely unknown. Here, we"
"Male secondary sexual characteristics, sexual selection, and molecular divergence in fanged ranid frogs of Southeast Asia","['SB EMERSON', 'RYK Ward']",1998,Zoological Journal of the Linnean …,"A group of Southeast Asian frogs of the family Ranidae are characterized by a suite of unusual secondary sexual characteristics. Males are larger than females, possess bony odontoid processes (fangs) and have enlarged heads. While all members of this clade are"
Marginal models via GLS: a convenient yet neglected tool for the analysis of correlated data in the behavioural sciences,"['S Pekár', 'M Brabec']",2016,Ethology,"Behavioural research often produces data that have a complicated structure. For instance, data can represent repeated observations of the same individual and suffer from heteroscedasticity as well as other technical snags. The regression analysis of such data is"
Analysis of comparative data with hierarchical autocorrelation,['C Ané'],2008,The Annals of Applied Statistics,The asymptotic behavior of estimates and information criteria in linear models are studied in the context of hierarchically correlated sampling units. The work is motivated by biological data collected on species where autocorrelation is based on the species' genealogical tree
Use of continuous traits can improve morphological phylogenetics,['C Parins-Fukuchi'],2018,Systematic Biology,The recent surge in enthusiasm for simultaneously inferring relationships from extinct and extant species has reinvigorated interest in statistical approaches for modeling morphological evolution. Current statistical methods use the Mk model to describe
Why the phylogenetic regression appears robust to tree misspecification,['EA Stone'],2011,Systematic biology,"The phylogenetic comparative method uses estimates of evolutionary relationships to explicitly model the covariance structure of interspecific data. By accounting for common ancestry, the coevolution between 2 or more traits, as a response to one another or to"
A comparison of metrics for estimating phylogenetic signal under alternative evolutionary models,"['JAF Diniz-Filho', 'T Santos', 'TF Rangel']",2012,Genetics and molecular …,"Several metrics have been developed for estimating phylogenetic signal in comparative data. These may be important both in guiding future studies on correlated evolution and for inferring broad-scale evolutionary and ecological processes (eg, phylogenetic niche"
An evolutionary perspective on leaf economics: phylogenetics of leaf mass per area in vascular plants,"['O Flores', 'E Garnier', 'IJ Wright', 'PB Reich']",2014,Ecology and …,"In plant leaves, resource use follows a trade‐off between rapid resource capture and conservative storage. This “worldwide leaf economics spectrum” consists of a suite of intercorrelated leaf traits, among which leaf mass per area, LMA, is one of the most"
"The effect of habitat and body size on the evolution of vocal displays in Thraupidae (tanagers), the largest family of songbirds","['NA Mason', 'KJ Burns']",2015,Biological Journal of the Linnean Society,"Animals rely on auditory cues to relay important information between individuals regarding territoriality, mating status, and individual condition. The efficacy of acoustic signals can depend on many factors, including the transmitter, the receiver, and the signalling"
Microhabitat and climatic niche change explain patterns of diversification among frog families,"['DS Moen', 'JJ Wiens']",2017,The American Naturalist,"A major goal of ecology and evolutionary biology is to explain patterns of species richness among clades. Differences in rates of net diversification (speciation minus extinction over time) may often explain these patterns, but the factors that drive variation in diversification"
Modular color evolution facilitated by a complex nanostructure in birds,"['CM Eliason', 'R Maia', 'MD Shawkey']",2015,Evolution,"The way in which a complex trait varies, and thus evolves, is critically affected by the independence, or modularity, of its subunits. How modular designs facilitate phenotypic diversification is well studied in nonornamental (eg, cichlid jaws), but not ornamental traits"
Variational and genetic properties of developmental stability in Dalechampia scandens,"['C Pélabon', 'TF Hansen', 'ML Carlson', 'WS Armbruster']",2004,Evolution,"Because low developmental stability may compromise the precision with which adaptations can be reached, the variability and genetic basis of developmental stability are important evolutionary parameters. Developmental stability is also an important clue to understanding"
"Evolutionary patterns within fossil lineages: model-based assessment of modes, rates, punctuations and process",['G Hunt'],2008,The Paleontological Society Papers,"Patterns of phenotypic change documented in the fossil record offer the only direct view scientists have of evolutionary transitions arrayed over significant durations of time. What lessons should be drawn from these data, however, has proven to be rather contentious"
Asymptotic theory with hierarchical autocorrelation: Ornstein–Uhlenbeck tree models,"['LST Ho', 'C Ané']",2013,The Annals of Statistics,Hierarchical autocorrelation in the error term of linear models arises when sampling units are related to each other according to a tree. The residual covariance is parametrized using the tree-distance between sampling units. When observations are modeled using an
Evolution of morphological integration in the skull of Carnivora (Mammalia): changes in Canidae lead to increased evolutionary potential of facial traits,"['FA Machado', 'TMG Zahn', 'G Marroig']",2018,Evolution,"Morphological integration refers to the fact that different phenotypic traits of organisms are not fully independent from each other, and tend to covary to different degrees. The covariation among traits is thought to reflect properties of the species' genetic architecture"
Testing for phylogenetic signal in biological traits: the ubiquity of cross‐product statistics,"['S Pavoine', 'C Ricotta']",2013,Evolution: International Journal of …,"To evaluate rates of evolution, to establish tests of correlation between two traits, or to investigate to what degree the phylogeny of a species assemblage is predictive of a trait value so‐called tests for phylogenetic signal are used. Being based on different approaches"
"A revised and dated phylogeny of cobweb spiders (Araneae, Araneoidea, Theridiidae): a predatory Cretaceous lineage diversifying in the era of the ants …","['J Liu', 'LJ May-Collado', 'S Pekár', 'I Agnarsson']",2016,Molecular Phylogenetics and …,"Cobweb spiders (Theridiidae) are highly diverse from the perspective of species richness, morphological diversity, variety of web architecture, and behavioral repertoires. The family includes over 50% of social spiders, a behavioral rarity among the order, and members of"
Small and ugly? Phylogenetic analyses of the “selfing syndrome” reveal complex evolutionary fates of monomorphic primrose flowers,"['JM De Vos', 'RO Wüest', 'E Conti']",2014,Evolution,"One of the most common trends in plant evolution, loss of self‐incompatibility and ensuing increases in selfing, is generally assumed to be associated with a suite of phenotypic changes, notably a reduction of floral size, termed the selfing syndrome. We investigate"
Analyzing and comparing the geometry of individual fitness,"['SF Chenoweth', 'J Hunt', 'HD Rundle']",2012,The adaptive landscape in …,"Evolutionary quantitative genetic theory integrates two fundamental relationships: the individual ﬁtness surface, summarizing the pattern of covariance between multiple traits and relative fitness, and a variance—covariance matrix, G, that summarizes the joint inﬂuences"
Evolution of copy number at the MHC varies across the avian tree of life,"['P Minias', 'E Pikus', 'LA Whittingham']",2019,Genome Biology and …,"The evolution of the major histocompatibility complex (MHC) is shaped by frequent gene duplications and deletions, which generate extensive variation in the number of loci (gene copies) between different taxa. Here, we collected estimates of copy number at the MHC for"
PDAP: phenotypic diversity analysis programs,"['T Garland Jr', 'PE Midford', 'JA Jones']",2002,American …,"PDAP is a set of Microsoft DOS computer programs, but they will run fine in a DOS window under Windows 95/98, Windows XP or Linux. PDAP is distributed free of charge. PDAP is not copy protected, and permission is hereby granted to duplicate it, provided that the above"
Genetic Impact of a Severe El Niño Event on Galápagos Marine Iguanas (Amblyrhynchus cristatus),"['S Steinfartz', 'S Glaberman', 'D Lanterbecq', 'C Marquez']",2007,PLoS …,"The El Niño-Southern Oscillation (ENSO) is a major source of climatic disturbance, impacting the dynamics of ecosystems worldwide. Recent models predict that human-generated rises in green-house gas levels will cause an increase in the strength and"
Evolutionary modeling and correcting for observation error support a 3/5 brain-body allometry for primates,"['M Grabowski', 'KL Voje', 'TF Hansen']",2016,Journal of human evolution,"The tight brain-body allometry across mammals and primates has motivated and informed many hypotheses about brain evolution in humans and other taxa. While a 2/3 or a 3/4 scaling is often at the core of such research, such exponents are derived from estimates"
"Phylogeny, regression, and the allometry of physiological traits","[""MP O'Connor"", 'SJ Agosta', 'F Hansen']",2007,The American …,"Physiological and ecological allometries often pose linear regression problems characterized by (1) noncausal, phylogenetically autocorrelated independent (x) and dependent (y) variables (characters);(2) random variation in both variables; and (3) a focus"
