title,author,pub_year,venue,abstract
"Roles of selection intensity, major genes, and minor genes in evolution of insecticide resistance","['FR Groeters', 'BE Tabashnik']",2000,Journal of economic entomology,A prominent hypothesis about insecticide resistance is that genes of major effect play a key role in field-evolved resistance because the intensity of selection is extremely high in the field. A corollary hypothesis is that the lower intensity of selection in laboratory selection
Design of feeding systems in aquatic vertebrates: major patterns and their evolutionary interpretations,"['GV Lauder', 'HB Shaffer']",1993,The skull,"A Major Goal Of Research in functional morphology should be to produce general concepts and define patterns of structural and functional evolution. However, few general concepts have been identified from the study of structure and function of the vertebrate skull. The lack"
Current conservation genetics: building an ecological approach to the synthesis of molecular and quantitative genetic methods,['P Moran'],2002,Ecology of Freshwater Fish,"Although neutral molecular markers have long been important tools for describing genetic variation in threatened fish species, many of the most critical questions in conservation relate more to quantitative genetic variation than to neutral markers. Quantitative genetic"
Mutation and conservation,['R Lande'],1995,Conservation biology,"La mutación puede afectar criticamente la viabilidad de poblaciones pequeñas al causar la depresión de endocría, mantener la variación genética potencialmente adaptativa en caracteres cuantitativos, y por medio de la erosión de la condicìn por acumulación de"
Limits to the rate of adaptive substitution in sexual populations,"['DB Weissman', 'NH Barton']",2012,PLoS genetics,"In large populations, many beneficial mutations may be simultaneously available and may compete with one another, slowing adaptation. By finding the probability of fixation of a favorable allele in a simple model of a haploid sexual population, we find limits to the rate of"
SELECTIVE PREDATION FOR VERTEBRAL PHENOTYPE IN GASTEROSTEUS ACULEATUS: REVERSAL IN THE DIRECTION OF SELECTION AT DIFFERENT …,['DP Swain'],1992,Evolution,"Variation in the number of vertebrae is widespread in fishes, and is partly genetic in origin. The adaptive significance of this variation was tested by exposing larvae of the threespine stickleback (Gasterosteus aculeatus) to predation by sunfish (Lepomis gibbosus). Two"
Effects of releasing maladapted individuals: a demographic-evolutionary model,['J Tufto'],2001,The American Naturalist,"A model of the joint dynamics of change in population size N and evolution in a quantitative trait z, as a result of a general form of density dependence, local stabilizing selection, and immigration of individuals deviating from the local optimum, is analyzed. For weak selection"
Social selection and the evolution of animal signals,['Y Tanaka'],1996,Evolution,"Social selection is presented here as a parallel theory to sexual selection and is defined as a selective force that occurs when individuals change their own social behaviors, responding to signals sent by conspecifics in a way to influence the other individuals' fitness"
Quantitative variation in finite parthenogenetic populations: what stops Muller's ratchet in the absence of recombination?,"['GP Wagner', 'W Gabriel']",1990,Evolution,"Finite parthenogenetic populations with high genomic mutation rates accumulate deleterious mutations if back mutations are rare. This mechanism, known as Muller's ratchet, can explain the rarity of parthenogenetic species among so called higher organisms"
"Models of sexual selection in hermaphrodites, especially plants",['MT Morgan'],1994,The American Naturalist,"Ideas deriving from sexual selection theory frequently motivate investigation of reproductive traits in hermaphroditic species, but theorists often couch sexual selection in terms of organisms with separate sexes. This article investigates how theoretical (especially"
Co–option of male courtship signals from aggressive display in bowerbirds,"['G Borgia', 'SW Coleman']",2000,… of the Royal Society of London …,"The pre–existing trait hypothesis suggests that females evolve a mating preference for an already existing male trait. This hypothesis poses a simple resolution to Darwin's long–standing question of how elaborate, male display traits evolve. The frequently observed"
Theoretical evolutionary genetics joseph felsenstein,['J Felsenstein'],2005,"University of Washington, Seattle",This book was developed as a textbook for my course Genome 562 (Population Genetics). It is nearly in a final form. Each chapter ends with two sets of problems. Those labeled Exercises are intended to be relatively straightforward application of principles given in the
Genetic influences on adolescent sexual behavior: Why genes matter for environmentally oriented researchers.,['KP Harden'],2014,Psychological Bulletin,"There are dramatic individual differences among adolescents in how and when they become sexually active adults, and early sexual activity is frequently cited as a cause of concern for scientists, policymakers, and the general public. Understanding the causes and"
Maintenance of polygenic variation in spatially structured populations: roles for local mating and genetic redundancy,"['DB Goldstein', 'KE Holsinger']",1992,Evolution,"Although heritable genetic variation is critical to the evolutionary process, we know little about how it is maintained. Obviously, mutation‐selection balance must play a role, but there is considerable doubt over whether it can account for heritabilities as high as 0.5, which are"
A population genetic interpretation of GWAS findings for human quantitative traits,"['YB Simons', 'K Bullaughey', 'RR Hudson', 'G Sella']",2018,PLoS biology,"Human genome-wide association studies (GWASs) are revealing the genetic architecture of anthropomorphic and biomedical traits, ie, the frequencies and effect sizes of variants that contribute to heritable variation in a trait. To interpret these findings, we need to understand"
"The divergence of a polygenic system subject to stabilizing selection, mutation and drift",['N Barton'],1989,Genetics Research,"Polygenic variation can be maintained by a balance between mutation and stabilizing selection. When the alleles responsible for variation are rare, many classes of equilibria may be stable. The rate at which drift causes shifts between equilibria is investigated by"
Quantitative genetic variability maintained by mutation-stabilizing selection balance in finite populations,"['PD Keightley', 'WG Hill']",1988,Genetics Research,Models of variability in quantitative traits maintained by a balance between mutation and stabilizing selection are investigated. The effects of mutant alleles are assumed to be additive and to be randomly sampled from a stationary distribution. With a two-allele model
Evolution of the environmental component of the phenotypic variance: stabilizing selection in changing environments and the cost of homogeneity,"['XS Zhang', 'WG Hill']",2005,Evolution,"Quantitative traits show abundant genetic, environmental, and phenotypic variance, yet if they are subject to stabilizing selection for an optimal phenotype, both the genetic and environmental components are expected to decline. The mechanisms that determine the"
Allelic diversity and its implications for the rate of adaptation,"['A Caballero', 'A García-Dorado']",2013,Genetics,"Genetic variation is usually estimated empirically from statistics based on population gene frequencies, but alternative statistics based on allelic diversity (number of allelic types) can provide complementary information. There is a lack of knowledge, however, on the"
Population density and the intensity of sexual selection on body length in spatially or temporally restricted natural populations of a seed bug,['DK McLain'],1992,Behavioral Ecology and Sociobiology,"Population density affects the dynamics of mate acquisition and the opportunity for sexual selection in natural populations of the seed bug, Neacoryphus bicrucis Say (Hemiptera: Lygaeidae). The opportunity for sexual selection and the intensity of directional sexual"
Is evolutionary psychology a metatheory for psychology? A discussion of four major issues in psychology from an evolutionary developmental perspective,"['A Ploeger', 'HLJ van der Maas']",2008,Psychological …,Evolutionary psychology has been proposed as a metatheoretical framework for psychology. We argue that evolutionary psychology should be expanded if it is to offer new insights regarding the major issues in psychology. Evolutionary developmental biology can provide
Emergence of a complex and stable network in a model ecosystem with extinction and mutation,"['K Tokita', 'A Yasutomi']",2003,Theoretical population biology,"We propose a minimal model of the dynamics of diversity—replicator equations with extinction, invasion and mutation. We numerically study the behavior of this simple model and show that it displays completely different behavior from the conventional replicator"
Natural genetic variation in Arabidopsis thaliana defense metabolism genes modulates field fitness,"['R Kerwin', 'J Feusier', 'J Corwin', 'M Rubin', 'C Lin', 'A Muok']",2015,Elife,"Natural populations persist in complex environments, where biotic stressors, such as pathogen and insect communities, fluctuate temporally and spatially. These shifting biotic pressures generate heterogeneous selective forces that can maintain standing natural"
Genetic constraints on the evolution of mate recognition under natural selection,"['MW Blows', 'M Higgie']",2003,The American Naturalist,Field populations of Drosophila serrata display reproductive character displacement in cuticular hydrocarbons (CHCs) when sympatric with Drosophila birchii. We have previously shown that the naturally occurring pattern of reproductive character displacement can be
Adaptive inertia caused by hidden pleiotropic effects,"['M Baatz', 'GP Wagner']",1997,Theoretical Population Biology,"Pleiotropic effects among quantitative characters are believed to be extensive and universal, although their actual amount and pattern remains to be determined. Theoretical studies have shown that pleiotropic effects can influence the dynamics of a character under"
"Quantitative genetics of size, shape, life‐history, and fruit characteristics of the seed‐heteromorphic composite Heterosperma pinnatum. I. Variation within and among …","['DL Venable', 'BM Alberto']",1989,Evolution,We document phenotypic and genetic variation within and among populations of the seed heteromorphic species Heterosperma pinnatum Cav.(Compositae) in the production of seed morphs and in a variety of life‐history and morphological characteristics that might be
Evolutionary mechanisms of senescence,['B Charlesworth'],1993,Genetica,This paper reviews theories of the evolution of senescence. The population genetic basis for the decline with age in sensitivity of fitness to changes in survival and fecundity is discussed. It is shown that this creates a presure of selection that disproportionately favors performance
Adaptive walks on behavioural landscapes and the evolution of optimal behaviour by natural selection,['M Mangel'],1991,Evolutionary Ecology,One of the main challenges to the adaptationist programme in general and to the use of optimality models in behavioural and evolutionary ecology in particular is that natural selection need not optimise fitness. This challenge is addressed by considering the
POLYGENIC MUTATION IN DROSOPHILA MELANOGASTER: ESTIMATES FROM DIVERGENCE AMONG INBRED STRAINS,"['TFC Mackay', 'RF Lyman', 'MS Jackson', 'C Terzian']",1992,…,"A highly inbred line of Drosophila melanogaster was subdivided into 25 replicate sublines, which were independently maintained for 100 generations with 10 pairs of unselected flies per generation. The polygenic mutation rate (VM) for two quantitative traits, abdominal and"
Perturbations of positive semigroups and applications to population genetics,['R Bürger'],1988,Mathematische Zeitschrift,"The present article has its origin in a problem of population genetics, namely the investigation of a differential equation that describes the dynamical behavior of probability densities of certain types (eg genes) in a population, under the combined action of selection"
To eject or to abandon? Life history traits of hosts and parasites interact to influence the fitness payoffs of alternative anti‐parasite strategies,"['MR Servedio', 'ME Hauber']",2006,Journal of evolutionary biology,"Hosts either tolerate avian brood parasitism or reject it by ejecting parasitic eggs, as seen in most rejecter hosts of common cuckoos, Cuculus canorus, or by abandoning parasitized clutches, as seen in most rejecter hosts of brown‐headed cowbirds, Molothrus ater. What"
Spatially and temporally varying selection on intrapopulation quantitative trait loci for a life history trade‐off in Mimulus guttatus,"['JP Mojica', 'YW Lee', 'JH Willis', 'JK Kelly']",2012,Molecular ecology,"Why do populations remain genetically variable despite strong continuous natural selection? Mutation reconstitutes variation eliminated by selection and genetic drift, but theoretical and experimental studies each suggest that mutation‐selection balance"
The change in quantitative genetic variation with inbreeding,"['JV Buskirk', 'Y Willi']",2006,Evolution,"Inbreeding is known to reduce heterozygosity of neutral genetic markers, but its impact on quantitative genetic variation is debated. Theory predicts a linear decline in additive genetic variance (VA) with increasing inbreeding coefficient (F) when loci underlying the trait act"
"The genetic basis of photoperiodism and its evolutionary divergence among populations of the pitcher-plant mosquito, Wyeomyia smithii","['JJ Hard', 'WE Bradshaw']",1993,The American …,"We measured the additive genetic variance within populations and the composite additive, dominance, and epistatic effects contributing to differentiation of photoperiodic response between two southern (ancestral) and each of four progressively more northern (derived)"
Quantitative genetic models of sexual selection,['SJ Arnold'],1985,Experientia,Quantitative genetic models of sexual selection have disporven some of the central tenets of both the handicap mechanism and the 'sexy son'hypothesis. These results suggest that the “good genes' approach to sexual selection may generally lead to erroneous results
Thinking about the evolution of complex traits in the era of genome-wide association studies,"['G Sella', 'NH Barton']",2019,Annual review of genomics and human …,"Many traits of interest are highly heritable and genetically complex, meaning that much of the variation they exhibit arises from differences at numerous loci in the genome. Complex traits and their evolution have been studied for more than a century, but only in the last"
"Properties and modeling of GWAS when complex disease risk is due to non-complementing, deleterious mutations in genes of large effect","['KR Thornton', 'AJ Foran', 'AD Long']",2013,PLoS genetics,"Current genome-wide association studies (GWAS) have high power to detect intermediate frequency SNPs making modest contributions to complex disease, but they are underpowered to detect rare alleles of large effect (RALE). This has led to speculation that"
Quantitative variability and multilocus polymorphism under epistatic selection,"['LA Zhivotovsky', 'S Gavrilets']",1992,Theoretical population biology,"We study multilocus polymorphism under selection, using a class of fitness functions that account for additive, dominant, and pairwise additive-by-additive epistatic interactions. The dynamic equations are derived in terms of allele frequencies and disequilibria, using the"
Quantitative genetic variance maintained by fluctuating selection with overlapping generations: variance components and covariances,"['A Sasaki', 'S Ellner']",1997,Evolution,"The quantitative genetic variance‐covariance that can be maintained in a random environment is studied, assuming overlapping generations and Gaussian stabilizing selection with a fluctuating optimum. The phenotype of an individual is assumed to be"
Genetic correlations: the quantitative genetics of evolutionary constraints,['AG Clark'],1987,Genetic constraints on adaptive evolution,"Dictionary definitions of “constraint” generally indicate some aspect of restricting or confining the possible states or actions of individuals or systems. In the disciplines of linear and dynamic programming, a constraint is a function or inequality specifying the range of"
Polygenic mutation in Drosophila melanogaster: non-linear divergence among unselected strains.,"['TF Mackay', 'RF Lyman', 'WG Hill']",1995,Genetics,A highly inbred strain of Drosophila melanogaster was subdivided into 20 replicate sublines that were maintained independently with 10 pairs of randomly sampled parents per generation for 180 generations. The variance between lines in abdominal and sternopleural
Reducing bias in the measurement of selection,"['R Mauricio', 'LE Mojonniner']",1997,Trends in Ecology & Evolution,"Selection on quantitative characters is commonly mesured in natural populations using regression techniques based on phenotypic covariances between traits and fitness. However, such methods do not give an accutate view of the causal relationship between the"
Intersexual selection in the Mediterranean fruit fly: does female choice enhance fitness?,"['TS Whittier', 'KY Kaneshiro']",1995,Evolution,Adaptive hypotheses of female choice predict that females use male courtship displays as an indicator of male quality. A test of whether female choice is adaptive measuring direct and indirect effects of mate choice on females was made using a laboratory population of a
A simulation study on the performance of differentiation‐based methods to detect selected loci using linked neutral markers,"['A Vilas', 'A Pérez‐Figueroa']",2012,Journal of Evolutionary …,We investigated the performance of two of the most popular differentiation‐based methods to detect loci under selection (dfdist/fdist and bayescan) in order to ascertain the average chromosome map distance between the detected outlier markers and the nearest loci under
Mutation in human populations,"['JF Crow', 'C Denniston']",1985,Advances in Human Genetics 14,"Spontaneous mutation in man was reviewed in this series almost a decade ago (Vogel and Rathenberg, 1975). These authors remarked that mutation rates in general, and human rates in particular, had not been the subject of the extensive, systematic study that might be"
Genetic variation maintained in multilocus models of additive quantitative traits under stabilizing selection,"['R Bürger', 'A Gimelfarb']",1999,Genetics,"Stabilizing selection for an intermediate optimum is generally considered to deplete genetic variation in quantitative traits. However, conflicting results from various types of models have been obtained. While classical analyses assuming a large number of independent additive"
Laboratory and natural heritabilities of male courtship song characters in Drosophila montana and D. littoralis,"['J Aspi', 'A Hoikkala']",1993,Heredity,We estimated heritabilities for several male courtship song characters in two Drosophila species using father-son regression under conditions where both fathers and sons had been raised in the laboratory. In D. montana the heritabilities of song characters were rather high
Stability by mutation in evolutionary games,"['IM Bomze', 'R Burger']",1995,Games and Economic Behavior,"Evolutionary game dynamics of mixed-strategy distributions typically exhibits continua of stationary states. We introduce a dynamical model of mutation in evolutionary games, in which all possible mixtures of n pure strategies are admitted. Although mutation generates"
Genes and adaptation: a pocket guide to the theory,['M Kirkpatrick'],1996,Adaptation,
Local adaptation interacts with expansion load during range expansion: maladaptation reduces expansion load,"['KJ Gilbert', 'NP Sharp', 'AL Angert']",2017,The American …,The biotic and abiotic factors that facilitate or hinder species range expansions are many and complex. We examine the impact of two genetic processes and their interaction on fitness at expanding range edges: local maladaptation resulting from the presence of an
Population genetics history: a personal view,['JF Crow'],1987,Annual review of genetics,"Space limitations dictate that this review be selective, and I have restricted it to the mainline, classical theory. The choice of subjects is arbitrary; they are topics that I think are interesting and historically important. It is customary, even de rigueur, to point out the great"
Dynamics of bacterial phenotype selection in a colonized host,"['GF Webb', 'MJ Blaser']",2002,… of the National Academy of Sciences,The population dynamics of Helicobacter pylori during colonization in an infected animal host provide a quantifiable experimental model of in vivo microbial phenotype evolution. Phenotype variability in H. pylori populations can be typed as polymorphic expression of
The evolution of traits influencing male and female fertility in outcrossing plants,['MT Morgan'],1992,The American Naturalist,"Theoretical studies on the evolution of plant reproductive traits have often relied on simple population-genetics or phenotypic models that employ the evolutionarily stable strategy (ESS) approach, but a quantitative genetic perspective may sometimes be more appropriate"
Statistical mechanics and the evolution of polygenic quantitative traits,"['NH Barton', 'HP de Vladar']",2009,Genetics,"The evolution of quantitative characters depends on the frequencies of the alleles involved, yet these frequencies cannot usually be measured. Previous groups have proposed an approximation to the dynamics of quantitative traits, based on an analogy with statistical"
Quantitative genetic models for the balance between migration and stabilizing selection,['J Tufto'],2000,Genetics Research,"The evolution of a quantitative trait subject to stabilizing selection and immigration, with the immigrants deviating from the local optimum, is considered under a number of different models of the underlying genetic basis of the trait. By comparing exact predictions under the"
What can genome‐wide association studies tell us about the evolutionary forces maintaining genetic variation for quantitative traits?,"['EB Josephs', 'JR Stinchcombe', 'SI Wright']",2017,New Phytologist,Understanding the evolutionary forces that shape genetic variation within species has long been a goal of evolutionary biology. Integrating data for the genetic architecture of traits from genome‐wide association mapping studies (GWAS) along with the development of new
Isolation by distance in a quantitative trait.,['R Lande'],1991,Genetics,Random genetic drift in a quantitative character is modeled for a population with a continuous spatial distribution in an infinite habitat of one or two dimensions. The analysis extends Wright's concept of neighborhood size to spatially autocorrelated sampling variation
Quantitative genetics of fitness traits in a wild population of Phlox,"['KE Schwaegerle', 'DA Levin']",1991,Evolution,"To determine if the evolution of fitness traits in the annual plant, Phlox drummondii, is constrained by lack of genetic variation, we calculated the heritability and genetic correlation of 16 traits in a field population. Full‐and half‐sib families of seeds were generated in the"
Natural selection. III. Selection versus transmission and the levels of selection,['SA Frank'],2012,Journal of Evolutionary Biology,"George Williams defined an evolutionary unit as hereditary information for which the selection bias between competing units dominates the informational decay caused by imperfect transmission. In this article, I extend Williams' approach to show that the ratio of"
Predicting long-term response to selection,['JP REEVE'],2000,Genetics Research,"Lande's equation for predicting the response of trait means to a shift in optimal trait values is tested using a stochastic simulation model. The simulated population is finite, and each individual has a finite number of loci. Therefore, selection may cause allele frequencies and"
Germline selection: population genetic aspects of the sexual/asexual life cycle.,['IM Hastings'],1991,Genetics,"Population geneticists make a distinction between sexual and asexual organisms depending on whether individuals inherit genes from one or two parents. When individual genes are considered, this distinction becomes less satisfactory for multicellular sexual"
Mutation load and mutation-selection-balance in quantitative genetic traits,"['R Bürger', 'J Hofbauer']",1994,Journal of mathematical biology,"Haldane (1937) showed that the reduction of equilibrium mean fitness in an infinite population due to recurrent deleterious mutations depends only on the mutation rate but not on the harmfulness of mutants. His analysis, as well as more recent ones (cf. Crow 1970)"
Mutation-selection balance and metabolic control theory.,['AG Clark'],1991,Genetics,The evolution of metabolic control is examined with models that unify approaches of classical quantitative genetics and metabolic control theory. The quantitative traits considered are the activities of enzymes embedded within metabolic pathways. In the
Linkage and the maintenance of heritable variation by mutation-selection balance.,['R Bürger'],1989,Genetics,The role of linkage in influencing heritable variation maintained through a balance between mutation and stabilizing selection is investigated for two different models. In both cases one trait is considered and the interactions within and between loci are assumed to be additive
The maintenance of polygenic variation in finite populations,['D Houle'],1989,Evolution,"Models of the maintenance of genetic variance in a polygenic trait have usually assumed that population size is infinite and that selection is weak. Consequently, they will overestimate the amount of variation maintained in finite populations. I derive"
Phylogeny of the Beaked Whale Genus Mesoplodon (Ziphiidae: Cetacea) Revealed by Nuclear Introns: Implications for the Evolution of Male Tusks,"['ML Dalebout', 'D Steel', 'CS Baker']",2008,Systematic Biology,"With 14 species currently recognized, the beaked whale genus Mesoplodon (family Ziphiidae) is the most speciose in the order Cetacea. Beaked whales are widely distributed but are rarely seen at sea due to their oceanic distribution, deep-diving capacity, and"
"Heritability estimates for characters under sexual selection in the grasshopper, Chorthippus brunneus","['RK Butlin', 'GM Hewitt']",1986,Animal Behaviour,"Mating success of male grasshoppers, Chorthippus brunneus, has previously been shown to be highest for intermediate, and lowest for extreme individuals with respect to at least one parameter of the male calling song and probably also one morphological character. The"
"Mathematical models, problems, and controversies of evolutionary theory",['S Karlin'],1984,Bulletin of the American Mathematical Society,"1. The year 1982, the centenary of Charles Darwin's death, witnessed conferences, symposia, and publications in many disciplines devoted to reassessing the theory of evolution by natural selection and all its ramifications. A brief historical review on"
On the maintenance of genetic variation: global analysis of Kimura's continuum-of-alleles model,['R Bürger'],1986,Journal of mathematical biology,"Methods of functional analysis are applied to provide an exact mathematical analysis of Kimura's continuum-of-alleles model. By an approximate analysis, Kimura obtained the result that the equilibrium distribution of allelic effects determining a quantitative character is"
Evidence of directional and stabilizing selection in contemporary humans,"['JS Sanjak', 'J Sidorenko', 'MR Robinson']",2018,Proceedings of the …,"Modern molecular genetic datasets, primarily collected to study the biology of human health and disease, can be used to directly measure the action of natural selection and reveal important features of contemporary human evolution. Here we leverage the UK Biobank"
Coevolution of elaborated male display traits in the spotted bowerbird: an experimental test of the threat reduction hypothesis,"['G BORGIA', 'DC PRESGRAVES']",1998,Animal Behaviour,"Elaborated male sexual displays commonly involve multiple elements that may differ greatly among closely related species, but there have been few studies of the causes of this divergence. Male spotted bowerbirds, Chlamydera maculata, have unusually intense"
A statistical approach for testing cross-phenotype effects of rare variants,"['KA Broadaway', 'DJ Cutler', 'R Duncan', 'JL Moore']",2016,The American Journal of …,"Increasing empirical evidence suggests that many genetic variants influence multiple distinct phenotypes. When cross-phenotype effects exist, multivariate association methods that consider pleiotropy are often more powerful than univariate methods that model each"
Stationary distributions under mutation-selection balance: structure and properties,"['R Bürger', 'IM Bomze']",1996,Advances in applied probability,"A general model for the evolution of the frequency distribution of types in a population under mutation and selection is derived and investigated. The approach is sufficiently general to subsume classical models with a finite number of alleles, as well as models with a"
Polygenic mutation in Drosophila melanogaster: the causal relationship of bristle number to fitness.,"['SV Nuzhdin', 'JD Fry', 'TF Mackay']",1995,Genetics,The association between sternopleural and abdominal bristle number and fitness in Drosophila melanogaster was determined for sublines of an initially highly inbred strain that were maintained by divergent artificial selection for 150 generations or by random mating for
"Influence of dominance, leptokurtosis and pleiotropy of deleterious mutations on quantitative genetic variation at mutation-selection balance","['XS Zhang', 'J Wang', 'WG Hill']",2004,Genetics,"In models of maintenance of genetic variance (VG) it has often been assumed that mutant alleles act additively. However, experimental data show that the dominance coefficient varies among mutant alleles and those of large effect tend to be recessive. On the basis of"
Quantitative genetics of ovariole number in Drosophila melanogaster. II. Mutational variation and genotype-environment interaction,"['ML Wayne', 'TFC Mackay']",1998,Genetics,"The rare alleles model of mutation-selection balance (MSB) hypothesis for the maintenance of genetic variation was evaluated for two quantitative traits, ovariole number and body size. Mutational variances (VM) for these traits, estimated from mutation accumulation lines, were"
Multivariate exponential power distributions as mixtures of normal distributions with Bayesian applications,['E Gómez-Sánchez-Manzano'],2008,… in Statistics—Theory …,"This paper shows that a multivariate exponential power distribution is a scale mixture of normal distributions, with respect to a probability distribution function, when its kurtosis parameter belongs to the interval (0, 1]. The corresponding mixing probability distribution"
Adaptation and extinction in changing environments,"['R Bürger', 'M Lynch']",1997,"Environmental stress, adaptation and evolution","The extinction risk of a population is determined by its demographic properties, the environmental conditions to which it is exposed, and its genetic potential to cope with and adapt to its environment. All these factors may have stochastic as well as directional"
Evolutionary stability under the replicator and the gradient dynamics,"['P Taylor', 'T Day']",1997,Evolutionary Ecology,"We unite two general models for evolutionary change under the forces of selection, mutation and reproduction, a genetic model (replicator dynamics) and a cultural model (gradient dynamics). Under the assumption of normality, we find that the mean and variance dynamics"
Selective sweeps in multilocus models of quantitative traits,"['P Pavlidis', 'D Metzler', 'W Stephan']",2012,Genetics,"We study the trajectory of an allele that affects a polygenic trait selected toward a phenotypic optimum. Furthermore, conditioning on this trajectory we analyze the effect of the selected mutation on linked neutral variation. We examine the well-characterized two-locus two-allele"
"Evolutionary divergence and character displacement in two phenotypically‐variable, competing species",['BG Milligan'],1985,Evolution,"Theoretical studies of character displacement lead to the view that evolutionary divergence depends primarily on incomplete utilization of available resources. Those models which incorporate constraints preventing complete utilization of resources, even in the absence of"
Sexual selection and cycling parasites: a simulation study of Hamilton's hypothesis,['M Kirkpatrick'],1986,Journal of theoretical biology,"Hamilton has suggested that the coevolution of a population with its parasites can lead to oscillating directional selection, and that this form of selection can favor the adaptive evolution of female mating preferences. The hypothesis predicts that male secondary sexual"
The evolution of mutualism and other forms of harmony at various levels of biological organization,"['EG Leigh Jr', 'TE Rowell']",1995,Ecologie,"At crucial stages in evolution, such as the origin of eukaryotes, metazoans and social groups, individuals benefitted by cooperating, and formed larger wholes. Mutualism is also pivotal in modern ecosystems. When can mutualism evolve? Selection on individuals favors"
A generalized model of mutation–selection balance with applications to aging,"['D Steinsaltz', 'SN Evans', 'KW Wachter']",2005,Advances in Applied Mathematics,A probability model is presented for the dynamics of mutation–selection balance in a haploid infinite-population infinite-sites setting sufficiently general to cover mutation-driven changes in full age-specific demographic schedules. The model accommodates epistatic as well as
Biparental inbreeding depression in the self‐incompatible annual plant Gaillardia pulchella (Asteraceae),['JS Heywood'],1993,American Journal of Botany,Biparental inbreeding is thought to be a common feature of plant populations with restricted pollen dispersal. It is generally assumed that the inbreeding depression frequently observed to accompany self‐fertilization can be extrapolated to the lesser degrees of consanguinity
Gene expression evolves under a house-of-cards model of stabilizing selection,"['A Hodgins-Davis', 'DP Rice']",2015,Molecular biology and …,"Divergence in gene regulation is hypothesized to underlie much of phenotypic evolution, but the role of natural selection in shaping the molecular phenotype of gene expression continues to be debated. To resolve the mode of gene expression, evolution requires"
Segregation variance after hybridization of isolated populations,"['M Slatkin', 'R Lande']",1994,Genetics Research,"We develop a model to predict the increase in genetic variance of a quantitative character in a hybrid population produced by crossing two previously isolated populations of the same species. The increase in variance in the F2 hybrids, the 'segregation variance', is caused by"
Allelic diversity for neutral markers retains a higher adaptive potential for quantitative traits than expected heterozygosity,"['A Vilas', 'A Pérez‐Figueroa', 'H Quesada']",2015,Molecular …,The adaptive potential of a population depends on the amount of additive genetic variance for quantitative traits of evolutionary importance. This variance is a direct function of the expected frequency of heterozygotes for the loci which affect the trait (QTL). It has been
A quantitative genetic perspective on adaptive evolution,"['JSF Barker', 'RH Thomas']",1987,Genetic constraints on adaptive evolution,"In order to understand adaptive evolution, we need to determine the effects of factors which shape and limit the expression of the essentially infinite possibilities of the genetic system. These factors are environment, and history as expressed in the present structure of the"
Genotype-phenotype maps maximizing evolvability: Modularity revisited,"['M Pavlicev', 'TF Hansen']",2011,Evolutionary Biology,The mechanisms translating genetic to phenotypic variation determine the distribution of heritable phenotypic variance available to selection. Pleiotropy is an aspect of this structure that limits independent variation of characters. Modularization of pleiotropy has been
Phylogenetic comparative methods: learning from trees,['L Harmon'],2018,NA,"Evolution is happening all around us. In many cases–lately, due to technological advances in molecular biology–scientists can now describe the evolutionary process in exquisite detail. For example, we know exactly which genes change in frequency from one generation"
Deleterious Mutations and the Genetic Variance of Male Fitness Components in Mimulus guttatus,['JK Kelly'],2003,Genetics,"Deleterious mutations are relevant to a broad range of questions in genetics and evolutionary biology. I present an application of the “biometric method” for estimating mutational parameters for male fitness characters of the yellow monkeyflower, Mimulus"
Accounting for bias in estimates of the rate of polygenic mutation,"['PD Keightley', 'TFC Mackay']",1993,Proceedings of the …,Experimental data on the rate of response to artificial selection in initially inbred lines or the rate of divergence among inbred sublines can be used to estimate the rate of increase in variance of quantitative traits from new mutations. So far estimates have been based on the
"Stabilizing selection, purifying selection, and mutational bias in finite populations",['B Charlesworth'],2013,Genetics,Genomic traits such as codon usage and the lengths of noncoding sequences may be subject to stabilizing selection rather than purifying selection. Mutations affecting these traits are often biased in one direction. To investigate the potential role of stabilizing selection on
Coevolution of an avian host and its parasitic cuckoo,"['MR Servedio', 'R Lande']",2003,Evolution,"We use a quantitative genetic model to examine the coevolution of host and cuckoo egg characters (termed “size” as a proxy for general appearance), host discrimination, and host and cuckoo population dynamics. A host decides whether to discard an egg using a"
Does runaway sexual selection work in finite populations?,"['RA Nichols', 'RK Butlin']",1989,Journal of Evolutionary Biology,Fisher's runaway process is an explanation for the origin of conspicuous features which make one sex more attractive to the other. It has been suggested that it could lead to the evolution of sexual characters that significantly impair viability. Runaway selection requires
Sexual selection and the sex ratio: an ESS analysis,"['I Pen', 'FJ Weissing']",2001,Selection,"Should attractive fathers have more sons? According to widespread verbal arguments, the answer is in the affirma-tive, but formal models are lacking. We investigate the question by means of an ESS analysis of sexual selection and sex ratio selection. The purpose of this"
Maintenance of polygenic variation via a migration-selection balance under uniform selection,['PC Phillips'],1996,Evolution,"Population subdivision is often invoked to explain the large amount of heterozygosity found at single loci in natural populations (Felsenstein 1976; Hedrick et al., 1976; Karlin 1982; Hedrick 1986). Surprisingly, relatively few studies describe the effects of population structure"
MODELING THE ADAPTIVE POTENTIAL OF ISOLATED POPULATIONS: EXPERIMENTAL SIMULATIONS USING DROSOPHILA,"['WR Swindell', 'JL Bouzat']",2005,Evolution,The genetic variability underlying many morphological and stress resistance traits may largely depend on the effects of genetic drift balanced by polygenic mutation. This model of adaptive potential has played a central role in the minimum viable population size concept
