title,author,pub_year,venue,abstract
Sexual selection and the risk of extinction of introduced birds on oceanic islands,"['DK McLain', 'MP Moulton', 'TP Redfearn']",1995,Oikos,We test the hypothesis that response to sexual selection increases the risk of extinction by examining the fate of plumage-monomorphic versus plumage-dimorphic bird species introduced to the tropical islands of Oahu and Tahiti. We assume that plumage dimorphism
"Competitive females are successful females; phenotype, mechanism, and selection in a common songbird","['KE Cain', 'ED Ketterson']",2012,Behavioral Ecology and Sociobiology,"In a variety of taxa, male reproductive success is positively related to the expression of costly traits such as large body size, ornaments, armaments, and aggression. These traits are thought to improve male competitive ability and, thus, access to limited reproductive"
"Condition, genotype‐by‐environment interaction, and correlational selection in lizard life‐history morphs","['E Svensson', 'B Sinervo', 'T Comendant']",2001,Evolution,We compared reproductive allocation and variation in condition and survivorship of two heritable female throat color morphs (orange and yellow) in a free‐living population of side‐blotched lizards (Uta stansburiana). Using path analysis and structural equation modeling
Variable predation regimes predict the evolution of sexual dimorphism in a population of threespine stickleback,"['TE Reimchen', 'P Nosil']",2004,Evolution,Sexual dimorphism is widespread in nature and can be influenced by sex‐specific natural selection resulting from ecological differences between the sexes. Here we show that contrasting life‐history pressures and temporal shifts in ecology can exert a strong influence
Constraints on the evolution of attractive traits: selection in male and female zebra finches,"['DK Price', 'NT Burley']",1994,The American Naturalist,"We examined natural and sexual selection in a laboratory population of zebra finches (Taeniopygia guttata), with a principal focus on bill color. Previous studies indicated that females prefer males with redder bills, whereas males prefer females with less red bills. For"
Sexual selection and the risk of extinction in birds,"['EH Morrow', 'TE Pitcher']",2003,… of the Royal Society of London …,"The relationship between sexual selection and extinction risk has rarely been investigated. This is unfortunate because extinction plays a key role in determining the patterns of species richness seen in extant clades, which form the basis of comparative studies into the role that"
"Social context and courtship flexibility in male sailfin mollies, Poecilia latipinna (Pisces: Poecillidae)","['J Travis', 'BD Woodward']",1989,Animal Behaviour,Male sailfin mollies exhibit patterns of sexual behaviour directly related to body size: large males exhibit higher rates of courtship displays and lower rates of forced insemination attempts. Male sailfin mollies from three size classes were examined with a repeated
Ontogeny of canine dimorphism in extant hominoids,"['GT Schwartz', 'C Dean']",2001,… The Official Publication of the American …,"Many behavioral and ecological factors influence the degree of expression of canine dimorphism for different reasons. Regardless of its socioecological importance, we know virtually nothing about the processes responsible for the development of canine dimorphism"
Primate brain architecture and selection in relation to sex,"['P Lindenfors', 'CL Nunn', 'RA Barton']",2007,BMC biology,Social and competitive demands often differ between the sexes in mammals. These differing demands should be expected to produce variation in the relative sizes of various brain structures. Sexual selection on males can be predicted to influence brain components
"QUANTITATIVE GENETICS OF SEXUAL SIZE DIMORPHISM IN THE COLLARED FLYCATCHER, FICEDULA ALBICOLLIS","['J Merilä', 'BC Sheldon', 'H Ellegren']",1998,Evolution,"Quantitative genetic theory predicts that evolution of sexual size dimorphism (SSD) will be a slow process if the genetic correlation in size between the sexes is close to unity, and the heritability of size is similar in both sexes. However, there are very few reliable estimates of"
"Male preference for female foot colour in the socially monogamous blue-footed booby, Sula nebouxii","['R Torres', 'A Velando']",2005,Animal Behaviour,Female ornaments are expected to evolve through sexual selection when male parental investment is high. Blue-footed boobies are socially monogamous seabirds with a long period of biparental care. Males and females have colourful feet that are displayed
Evolution of genetic integration between dispersal and colonization ability in a bird,"['RA Duckworth', 'LEB Kruuk']",2009,Evolution: International Journal of …,"Discrete behavioral strategies comprise a suite of traits closely integrated in their expression with consistent natural selection for such coexpression leading to developmental and genetic integration of their components. However, behavioral traits are often also selected to"
Sexual selection and extinction: the fate of plumage-dimorphic and plumage-monomorphic birds introduced onto islands,"['DK McLain', 'MP Moulton']",1999,Evolutionary Ecology …,"Correlates of the fate of 132 species of birds introduced onto one or more oceanic islands (Hawaii, Kauai, Oahu, Tahiti, La Reunion, Saint Helena, Bermuda, New Zealand and Mauritius) were examined. Introduction success rate was less for species with sexually"
Selection against early maturity in large rainbow trout Oncorhynchus mykiss: the quantitative genetics of sexual dimorphism and genotype-by-environment interactions,"['A Kause', 'O Ritola', 'T Paananen', 'E Mäntysaari']",2003,Aquaculture,"In rainbow trout Oncorhynchus mykiss, females typically mature at a later age than males, and males mature either early or late. When farmed rainbow trout is produced to obtain large fillets of high quality, especially early maturation of males reduces economical benefits. To"
Factors driving extreme sexual size dimorphism of a sit-and-wait predator under low density,"['RS Legrand', 'DH Morse']",2000,Biological Journal of the Linnean …,"Sexual size dimorphism is often a likely outcome of the interplay between natural selection and sexual selection, with female size dictated primarily by natural selection that maximizes fecundity and male size by sexual selection that maximizes reproductive opportunities"
"Bill color, reproduction and condition effects in wild and domesticated zebra finches","['NT Burley', 'DK Price', 'RA Zann']",1992,The Auk,"Bill-color variability has the identical range and similar distributions in free-living Australian Zebra Finches (Taeniopygia guttata) and their wild-type domesticated descendants. Individual differences in bill color exist among adults of both sexes, both in nature and"
Detecting sexual conflict and sexually antagonistic coevolution,"['L Rowe', 'T Day']",2006,… Transactions of the Royal Society B …,"We begin by providing an operational definition of sexual conflict that applies to both inter-and intralocus conflict. Using this definition, we examine a series of simple coevolutionary models to elucidate fruitful approaches for detecting interlocus sexual conflict and resultant"
Evolutionary inevitability of sexual antagonism,"['T Connallon', 'AG Clark']",2014,Proceedings of the Royal …,"Sexual antagonism, whereby mutations are favourable in one sex and disfavourable in the other, is common in natural populations, yet the root causes of sexual antagonism are rarely considered in evolutionary theories of adaptation. Here, we explore the evolutionary"
Interaction between natural and sexual selection during the evolution of mate recognition,['MW Blows'],2002,Proceedings of the Royal Society of London …,"The interaction between natural and sexual selection is central to many theories of how mate choice and reproductive isolation evolve, but their joint effect on the evolution of mate recognition has not, to my knowledge, been investigated in an evolutionary experiment"
Do big females have big pelves?,['RG Tague'],2000,American Journal of Physical Anthropology: The …,Previous studies have shown that maternal stature is a correlate of both pelvic size and reproductive efficiency. This study addresses the issue of body size and obstetric advantage. The relationship between pelvic size and three nonpelvic measures of body size is
Behavioral correlations provide a mechanism for explaining high invader densities and increased impacts on native prey,"['LM Pintor', 'A Sih', 'JL Kerby']",2009,Ecology,The fact that superabundant invasive pests are also sometimes highly aggressive represents an interesting paradox. Strong intraspecific aggression should result in high intraspecific competition and limit the densities reached by exotic species. One mechanism
"Mutual ornamentation, sexual selection, and social dominance in the black swan","['K Kraaijeveld', 'J Gregurke', 'C Hall', 'J Komdeur']",2004,Behavioral …,"We investigated the adaptive significance of a sexually monomorphic ornament in the black swan Cygnus atratus. Both sexes grow curled feathers on their wings (range 7–22 curled feathers per wing), which are displayed prominently in a range of social interactions. The"
Protection of obstetric dimensions in a small‐bodied human sample,['HK Kurki'],2007,American Journal of Physical Anthropology,"In human females, the bony pelvis must find a balance between being small (narrow) for efficient bipedal locomotion, and being large to accommodate a relatively large newborn. It has been shown that within a given population, taller/larger‐bodied women have larger"
Quantitative genetics of Drosophila melanogaster. II. Heritabilities and genetic correlations between sexes for head and thorax traits.,"['DE Cowley', 'WR Atchley']",1988,Genetics,"A quantitative genetic analysis is reported for traits on the head and thorax of adult fruit flies, Drosophila melanogaster. Females are larger than males, and the magnitude of sexual dimorphism is similar for traits derived from the same imaginal disc, but the level of sexual"
Drift promotes speciation by sexual selection,"['JC Uyeda', 'SJ Arnold', 'PA Hohenlohe']",2009,… International Journal of …,Quantitative genetic models of sexual selection have generally failed to provide a direct connection to speciation and to explore the consequences of finite population size. The connection to speciation has been indirect because the models have treated only the
Assortative mating by multiple ornaments in northern cardinals (Cardinalis cardinalis),"['JM Jawor', 'SU Linville', 'SM Beall']",2003,Behavioral …,"In positive assortative mating, individuals of similar phenotype mate together more frequently than expected by chance. Assortative mating by a variety of qualities, including ornamentation, is well documented in birds. Studies of assortative mating by ornaments"
"Sex ratios, mating behavior and sexual size dimorphism of the northern water snake, Nerodia sipedon","['PJ Weatherhead', 'FE Barry', 'GP Brown']",1995,Behavioral Ecology and …,"Competition among males to mate is generally associated with male-biased size dimorphism. In this study we examine mating behavior in the northern water snake (Nerodia sipedon), a species in which males are much smaller than females despite substantial"
Female mediation of competitive fertilization success in Drosophila melanogaster,"['S Lüpold', 'S Pitnick', 'KS Berben']",2013,Proceedings of the …,How females store and use sperm after remating can generate postcopulatory sexual selection on male ejaculate traits. Variation in ejaculate performance traits generally is thought to be intrinsic to males but is likely to interact with the environment in which sperm
Body size and fecundity in the waterstrider Aquarius remigis: a test of Darwin's fecundity advantage hypothesis,"['RF Preziosi', 'DJ Fairbairn', 'DA Roff', 'JM Brennan']",1996,Oecologia,"The general female bias in body size of animals is usually attributed to fecundity selection. While many studies have demonstrated a positive relationship between body size and fecundity, the most common interpretation of fecundity selection is that larger females have"
Constraints on the evolution of males and sexual dimorphism: field estimates of genetic architecture of reproductive traits in three populations of gynodioecious …,['TL Ashman'],2003,Evolution,"To understand how genetic constraints may limit the evolution of males and sexual dimorphism in a gynodioecious species, I conducted a quantitative genetic experiment in a gynodioecious wild strawberry, Fragaria virginiana. I estimated and compared genetic"
"Chorusing, synchrony, and the evolutionary functions of rhythm","['A Ravignani', 'DL Bowling', 'W Fitch']",2014,Frontiers in psychology,"A central goal of biomusicology is to understand the biological basis of human musicality. One approach to this problem has been to compare core components of human musicality (relative pitch perception, entrainment, etc.) with similar capacities in other animal species"
"Sexual selection in the Gulf Coast toad, Bufo valliceps: female choice based on variable characters","['WE WAGNER Jr', 'BK Sullivan']",1995,Animal Behaviour,Sexual selection on male size and calling behaviour was studied for 2 years in one population and for 3 years in a second population of the Gulf Coast toad. A large-male mating advantage was detected only at one site during 1 year. Measures of calling
Demographic and evolutionary responses to selective harvesting in populations with discrete generations,"['S Ratner', 'R Lande']",2001,Ecology,"Mathematical models are used to explore the evolutionary and demographic consequences of size‐selective harvesting and natural selection in populations with discrete, nonoverlapping generations. We specify the harvesting intensity and size selectivity in terms"
Red-light-induced positive phototropism in Arabidopsis roots,"['NJ Ruppel', 'RP Hangarter', 'JZ Kiss']",2001,Planta,"The interaction between light and gravity is critical in determining the final form of a plant. For example, the competing activities of gravitropism and phototropism can determine the final orientation of a stem or root. The results reported here indicate that, in addition to the"
Evolution of sexual size dimorphism in birds: test of hypotheses using blue tits in contrasted Mediterranean habitats,"['J Blondel', 'P Perret', 'MC Anstett']",2002,Journal of Evolutionary …,"Many hypotheses, either sex‐related or environment‐related, have been proposed to explain sexual size dimorphism in birds. Two populations of blue tits provide an interesting case study for testing these hypotheses because they live in contrasting environments in"
"Sex linkage, sex‐specific selection, and the role of recombination in the evolution of sexually dimorphic gene expression","['T Connallon', 'AG Clark']",2010,Evolution: International Journal of …,"Sex‐biased genes—genes that are differentially expressed within males and females—are nonrandomly distributed across animal genomes, with sex chromosomes and autosomes often carrying markedly different concentrations of male‐and female‐biased genes. These"
THE GENOMIC ARCHITECTURE OF SEXUAL DIMORPHISM IN THE DIOECIOUS PLANT SILENE LATIFOLIA,"['LF Delph', 'AM Arntz']",2010,… International Journal of …,Evaluating the genetic architecture of sexual dimorphism can aid our understanding of the extent to which shared genetic control of trait variation versus sex‐specific control impacts the evolutionary dynamics of phenotypic change within each sex. We performed a QTL
Sexual selection and sexual dimorphism in mottled sculpins,"['JF Downhower', 'L Brown', 'R Pederson', 'G Staples']",1983,Evolution,"Mottled sculpins are polygynous and sexually dimorphic: males are the larger sex. Most females mate preferentially with large males, and such preferences result in an increase in the reproductive success of those females since egg mortality is lower at those sites"
Change in sexual size dimorphism as a correlated response to selection on fecundity,"['JP Reeve', 'DJ Fairbairn']",1999,Heredity,"Fecundity selection is often suggested as the main causal factor underlying the prevalence of female-biased sexual size dimorphism (SSD), but this assumption has not been empirically tested. We selected female Drosophila melanogaster for increased or decreased"
A microarray analysis of sex-and gonad-biased gene expression in the zebrafish: evidence for masculinization of the transcriptome,"['CM Small', 'GE Carney', 'Q Mo', 'M Vannucci', 'AG Jones']",2009,Bmc Genomics,"In many taxa, males and females are very distinct phenotypically, and these differences often reflect divergent selective pressures acting on the sexes. Phenotypic sexual dimorphism almost certainly reflects differing patterns of gene expression between the"
Timing of prenuptial molt as a sexually selected indicator of male quality in superb fairy-wrens (Malurus cyaneus),"['RA Mulder', 'MJL Magrath']",1994,Behavioral Ecology,Seasonally dichromatic male superb fairy-wrens (Malurus cyaneus) solicit extra-group fertilizations through displays of their brightly colored nuptial plumage during visits to females in neighboring territories. This ornamental plumage is lost at the end of the breeding
Evolutionary trade-off between vocal tract and testes dimensions in howler monkeys,"['JC Dunn', 'LB Halenar', 'TG Davies', 'J Cristobal-Azkarate']",2015,Current Biology,"Males often face a trade-off between investments in precopulatory and postcopulatory traits [1], particularly when male-male contest competition determines access to mates [2]. To date, studies of precopulatory strategies have largely focused on visual ornaments (eg"
Testosterone-induced male traits in female ruffs (Philomachus pugnax): autosomal inheritance and gender differentiation,"['DB Lank', 'M Coupe']",1999,Proceedings of the …,"A balanced polymorphism in male mating behaviour exists in male ruffs, with no obvious parallel expression in females. Pedigree data of male phenotypes support an autosomal model of inheritance, in contrast to sex-linked inheritance patterns found in other taxa with"
Sexual selection and the evolution of costly female preferences: spatial effects,['T Day'],2000,Evolution,"Models of Fisher's runaway process show that if there is a cost to female preference, no preference or male trait exaggeration will evolve. Surprisingly, this is true no matter how small the cost, which reveals that these models of Fisher's process are structurally unstable"
The function of female and male ornaments in the Inca Tern: evidence for links between ornament expression and both adult condition and reproductive performance,"['A Velando', 'CM Lessells']",2001,Journal of Avian Biology,"Inca Terns Larosterna inca are medium‐size seabirds that breed along the Peruvian and Chilean coast. They are monogamous and both sexes incubate and contribute to chick provisioning. The sexes are similar in appearance and have elaborate ornaments, including"
"13• Sexual selection, measures of sexual selection, and sexual dimorphism in primates",['JM Plavcan'],2004,Sexual selection in primates: new and comparative …,"Sexual dimorphism in anthropoid primates is commonly viewed as a product of sexual selection (Clutton-Brocket al., 1977; Harvey et al., 1978; Gaulin & Sailer, 1984; Clutton-Brock, 1985; Milton, 1985; Rodman & Mitani, 1987; Kay et al., 1988; Ely & Kurland, 1989;"
Heritability of a sexually selected character expressed in both sexes,"['RW Wilcockson', 'CS Crean', 'TH Day']",1995,Nature,SEXUAL selection is thought to be responsible for the evolution of exaggerated male characters and of female mate preferences 1–7. Evolutionary mechanisms driven by an advantage to the progeny are only effective if the preferred character has a large genetic
Sex‐specific reaction norms to intraspecific larval competition in the mosquito Aedes aegypti,"['S Bedhomme', 'P Agnew', 'C Sidobre']",2003,Journal of …,"As the relationship between a given life‐history trait and fitness is not necessarily the same for the two sexes, an 'intersexual ontogenetic conflict'may arise. We analysed the phenotypic reaction to intraspecific larval competition of the mosquito, Aedes aegypti, asking:(i) Do both"
Selective factors in the evolution of insect wings,"['JG Kingsolver', 'MAR Koehl']",1994,Annual review of entomology,"The evolution of wings and flight undoubtedly contributed to the unparalleled success and diversity of insects. In the fossil evidence, the appearance of pterygotes coincides with the remarkable diversification of insects beginning in the Paleozoic (7, 79). Understanding the"
Pelvic dimorphism in relation to body size and body size dimorphism in humans,['HK Kurki'],2011,Journal of Human Evolution,"Many mammalian species display sexual dimorphism in the pelvis, where females possess larger dimensions of the obstetric (pelvic) canal than males. This is contrary to the general pattern of body size dimorphism, where males are larger than females. Pelvic dimorphism is"
Polyandry and alternative mating tactics,"['BD Neff', 'EI Svensson']",2013,… of the Royal Society B: Biological …,"Many species in the animal kingdom are characterized by alternative mating tactics (AMTs) within a sex. In males, such tactics include mate guarding versus sneaking behaviours, or territorial versus female mimicry. Although AMTs can occur in either sex, they have been"
"Sexual size dimorphism and selection in the wild in the waterstrider Aquarius remigis: Body size, components of body size and male mating success","['RF Preziosi', 'DJ Fairbairn']",1996,Journal of Evolutionary Biology,Sexual size dimorphism is assumed to be adaptive and is expected to evolve in response to a difference in the net selection pressures on the sexes. Although a demonstration of sexual selection is neither necessary nor sufficient to explain the evolution of sexual size
Among‐population variation and correlations in sexually dimorphic traits of Silene latifolia,"['LF Delph', 'FN Knapczyk']",2002,Journal of Evolutionary …,"The degree of sexual dimorphism in a trait may be determined directly by disruptive selection, as well as by correlations with other traits under selection. We grew seeds from nine populations of the dioecious plant Silene latifolia in a common‐garden experiment to"
Some inconvenient truths about sex chromosome dosage compensation and the potential role of sexual conflict,"['JE Mank', 'DJ Hosken', 'N Wedell']",2011,… : International Journal of …,Sex chromosome dosage compensation was once thought to be required to balance gene expression levels between sex‐linked and autosomal genes in the heterogametic sex. Recent evidence from a range of animals has indicated that although sex chromosome
The genetic basis of sexually selected variation,"['SF Chenoweth', 'K McGuigan']",2010,Annual Review of Ecology …,"Sexually selected traits contribute greatly to phenotypic diversity, yet we have historically understood little about their genetic basis and how that basis may affect their evolution. Recent work in developmental and quantitative genetics has provided both mechanistic and"
Constraints on the evolution of attractive traits: genetic (co) variance of zebra finch bill colour,"['DK Price', 'NT Burley']",1993,Heredity,We estimated the heritability and genetic correlation between male and female bill colour in a laboratory population of zebra finches (Taeniopygia guttata) in order to examine the potential genetic constraints on the evolution of a sexually dimorphic trait. The heritability
Reproductive signals of female lizards: pattern of trait expression and male response,['SL Weiss'],2002,Ethology,"Relative to the volume of studies concerning the function and evolution of male‐biased sexually dimorphic traits, instances of female‐biased sexual dimorphisms remain largely unstudied, especially in species with conventional sex roles. I investigated the signal"
Natural Genetic Variation in Cuticular Hydrocarbon Expression in Male and Female Drosophila melanogaster,"['B Foley', 'SF Chenoweth', 'SV Nuzhdin', 'MW Blows']",2007,Genetics,Cuticular hydrocarbons (CHCs) act as contact pheromones in Drosophila melanogaster and are an important component of several ecological traits. Segregating genetic variation in the expression of CHCs at the population level in D. melanogaster is likely to be important for
"Selection on male size, leg length and condition during mate search in a sexually highly dimorphic orb-weaving spider","['MW Foellmer', 'DJ Fairbairn']",2005,Oecologia,Mate search plays a central role in hypotheses for the adaptive significance of extreme female-biased sexual size dimorphism (SSD) in animals. Spiders (Araneae) are the only free-living terrestrial taxon where extreme SSD is common. The “gravity hypothesis” states
Sexual dimorphism and population divergence in the Lake Tanganyika cichlid fish genus Tropheus,"['J Herler', 'M Kerschbaumer', 'P Mitteroecker', 'L Postl']",2010,Frontiers in …,"With about 120 colour morphs currently assigned to six nominal species, the genus Tropheus is an ideal model to study evolutionary divergence of populations in allopatry. The morphology of Tropheus has been described as relatively static, but reproductive constraints"
"Body Size, Size Variation, and Sexual Size Dimorphism in Early Homo",['JM Plavcan'],2012,Current Anthropology,"Size variation provides important clues about the taxonomy, morphology, behavior, and life history of extinct species. Body size variation in living species is commonly attributed to Bergmann's rule, resource availability, nutrition, local selection pressures, and sexual size"
Postcopulatory fertilization bias as a form of cryptic sexual selection,"['R Calsbeek', 'C Bonneaud']",2008,Evolution: International Journal of …,Males and females share most of their genetic material yet often experience very different selection pressures. Some traits that are adaptive when expressed in males may therefore be maladaptive when expressed in females. Recent studies demonstrating negative
THE QUANTITATIVE GENETICS OF SEXUAL DIMORPHISM IN SILENE LATIFOLIA (CARYOPHYLLACEAE). II. RESPONSE TO SEX‐SPECIFIC SELECTION,['TR Meagher'],1994,Evolution,A well‐established theoretical relationship exists between genetic correlations between the sexes and the dynamics of response to sex‐specific selection. The present study investigates the response to sex‐specific selection for two sexually dimorphic traits that have
On size and survival: progress and pitfalls in the allometry of life span,['DEL Promislow'],1993,Journal of gerontology,"As a great fire is lasting, and not soone extinguished, and a little water soone evaporates: so quantity and bignesse preserve corruptible bodies; a twigge withering sooner than the body of a Tree, and all great Beasts living longer than lesser Beasts.—Sir Francis Bacon (Historia"
The role of sexual imprinting for sex recognition in zebra finches: a difference between males and females,['DR Vos'],1995,Animal Behaviour,"In sexually dimorphic birds, morphological characteristics are assumed to play an important role in conspecific sex recognition. In spite of the limited evidence, most studies done so far support this assumption. Less attention has been given to the question of how adult birds"
Sexual dimorphism and ecological differentiation of male and female plants,['TR Meagher'],1984,Annals of the Missouri Botanical Garden,The evolution of dioecy within a plant population introduces a situation in which there is divergent selection for means of achieving reproductive success. Male and female individuals play different roles in the reproductive biology of a dioecious species and hence
Sexual dimorphism in body composition across human populations: associations with climate and proxies for short‐and long‐term energy supply,['JCK Wells'],2012,American Journal of human biology,"Objectives: Sexual dimorphism in human stature, physique, and adiposity is well established, but the ecological factors that account for its variability remain unknown. This study aimed to describe population variability in body composition dimorphism, and to test"
Carotenoid-derived ornaments reflect parental quality in male and female yellow-eyed penguins (Megadyptes antipodes),"['M Massaro', 'LS Davis', 'JT Darby']",2003,Behavioral Ecology and Sociobiology,The handicap principle suggests that ornamental traits that function as honest signals in mate selection must be costly to be effective. We evaluated in the sexually monochromatic yellow-eyed penguin (Megadyptes antipodes) whether the carotenoid-derived plumage and
Overwinter mortality and sexual size dimorphism in the house sparrow,"['RF Johnston', 'RC Fleischer']",1981,The Auk,"Overwinter mortality in House Sparrows (Passer domesticus) in eastern Kansas in 1978-1979 accentuated sexual size dimorphism. Males were significantly larger after winter, females significantly smaller, meaning that large females and small males were at a lowered"
Quantitative genetics and sex-specific selection on sexually dimorphic traits in bighorn sheep,"['J Poissant', 'AJ Wilson']",2008,… of the Royal …,"Sexual conflict at loci influencing traits shared between the sexes occurs when sex-specific selection pressures are antagonistic relative to the genetic correlation between the sexes. To assess whether there is sexual conflict over shared traits, we estimated heritability and"
The transcriptional architecture of phenotypic dimorphism,['JE Mank'],2017,Nature Ecology & Evolution,"The profound differences in gene expression between the sexes are increasingly used to study the molecular basis of sexual dimorphism, sexual selection and sexual conflict. Studies of transcriptional architecture, based on comparisons of gene expression, have also"
FEMALE CHOICE AND SEXUAL SELECTION OF MALE WING MELANIN PATTERN IN PIERIS OCCIDENTALIS (LEPIDOPTERA),['DC Wiernasz'],1989,Evolution,"Using field experiments, I examined the role of 13 melanin‐pattern elements in mate choice by female Pieris occidentalis butterflies. Males that mated successfully differed significantly from unsuccessful males in the extent of marginal forewing melanization but not on the basis"
White plumage reflects individual quality in female eiders,"['SA Hanssen', 'I Folstad', 'KE Erikstad']",2006,Animal Behaviour,"Sexual selection predicts that males should signal their viability and health and this is often achieved with elaborate ornaments. However, females' phenotypic and genotypic quality may also be related to ornamental expression. We investigated the association between a"
Fitness consequences of sex‐specific selection,"['T Connallon', 'RM Cox']",2010,… : International Journal of …,"Theory suggests that sex‐specific selection can facilitate adaptation in sexually reproducing populations. However, sexual conflict theory and recent experiments indicate that sex‐specific selection is potentially costly due to sexual antagonism: alleles harmful to one sex"
The evolution of sexual size dimorphism in the house finch. II. Population divergence in relation to local selection,"['AV Badyaev', 'GE Hill', 'AM Stoehr', 'PM Nolan']",2000,…,Recent colonization of ecologically distinct areas in North America by the house finch (Carpodacus mexicanus) was accompanied by strong population divergence in sexual size dimorphism. Here we examined whether this divergence was produced by population
"Operational sex ratio, sexual conflict and the intensity of sexual selection","['PS Fitze', 'JF Le Galliard']",2008,Ecology Letters,Modern sexual selection theory indicates that reproductive costs rather than the operational sex ratio predict the intensity of sexual selection. We investigated sexual selection in the polygynandrous common lizard Lacerta vivipara. This species shows male aggression
Sex‐limited mutations and the evolution of sexual dimorphism,['T Rhen'],2000,Evolution,"Although the developmental and genetic mechanisms underlying sex differences are being elucidated in great detail in a number of species, there remains a breach between proximate and evolutionary studies of sexual dimorphism. More precisely, the evolution of sex‐limited"
Sexual selection and conflict as engines of ecological diversification,['R Bonduriansky'],2011,The American Naturalist,"Ecological diversification presents an enduring puzzle: how do novel ecological strategies evolve in organisms that are already adapted to their ecological niche? Most attempts to answer this question posit a primary role for genetic drift, which could carry populations"
The potential for sexually antagonistic polymorphism in different genome regions,"['CY Jordan', 'D Charlesworth']",2012,Evolution: International Journal of …,"Sex differences in the fitness effects of alleles at a single locus (intralocus sexual antagonism, or SA) have several evolutionary consequences. Among the consequences of SA, polymorphisms at genes partially linked to the sex‐determining region of the sex"
The evolution of reversed sexual dimorphism in size in monogamous species of birds,['HC MUELLER'],1990,Biological Reviews,"Reversed sexual dimorphism in size (RSD) occurs in most species of several taxonomic groups of birds. The hypotheses proposed to explain this phenomenon are examined theoretically, using inequalities to state selection in the most rigorous possible terms. The"
Intralocus sexual conflict and environmental stress,"['D Berger', 'K Grieshop', 'MI Lind', 'J Goenaga']",2014,…,"Intralocus sexual conflict (IaSC) occurs when selection at a given locus favors different alleles in males and females, placing a fundamental constraint on adaptation. However, the relative impact of IaSC on adaptation may become reduced in stressful environments that"
Quantitative genetics of sexual dimorphism in human body size,"['AR Rogers', 'A Mukherjee']",1992,Evolution,"A classical data set is used to predict the effect of selection on sexual dimorphism and on the population means of three characters—stature, span, and cubit—in humans. Given selection of equal intensity, the population means of stature and of cubit should respond more than 60"
Genetic constraints and sexual dimorphism in immune defense,"['J Rolff', 'SAO Armitage', 'DW Coltman']",2005,Evolution,The absence of continued evolutionary change despite the presence of genetic variation and directional selection is very common. Genetic correlations between traits can reduce the evolvability of traits. One intriguing example might be found in a sexual conflict over sexually
Genetic variation underlying sexual behavior and reproduction,['WH Cade'],1984,American Zoologist,"Selection depletes additive genetic variation underlying traits important in fitness. Intense mating competition and female choice may result in negligible heritability in males. Females often appear to choose mates, however, suggesting genetic variation in males which is"
Why are American mink sexually dimorphic? A role for niche separation,"['MD Thom', 'LA Harrington', 'DW Macdonald']",2004,Oikos,"American mink are highly sexually dimorphic, with males being up to twice the size of females. Sexual dimorphism may arise for several reasons, including intra‐or inter‐sexual selection, inter‐sexual competition, or divergent reproductive roles. Whether or not"
Sniffing out patterns of sexual dimorphism in floral scent,['TL Ashman'],2009,Functional Ecology,"A major transition in flowering plants has been the evolution of separate sexes (dioecy) from combined sexes (hermaphroditism). This transition is often, but not always, accompanied by the evolution of sexual dimorphism in attractive traits, and floral scent is no exception. 2. In"
The shared genome is a pervasive constraint on the evolution of sex-biased gene expression,"['RM Griffin', 'R Dean', 'JL Grace', 'P Rydén']",2013,Molecular biology and …,"Males and females share most of their genomes, and differences between the sexes can therefore not evolve through sequence divergence in protein coding genes. Sexual dimorphism is instead restricted to occur through sex-specific expression and splicing of"
Sex ratio represents a unique context for selection on attractive traits: consequences for the evolution of sexual dimorphism,"['TL Ashman', 'C Diefenderfer']",2001,The American Naturalist,We explored the idea that sex ratio represents a unique context for selection on attractive traits by manipulating sex ratio and pollinator abundance in experimental populations of a gender-dimorphic wild strawberry Fragaria virginiana. We found that increasing the
The evolution of sexual size dimorphism in the house finch. III. Developmental basis,"['AV Badyaev', 'LA Whittingham', 'GE Hill']",2001,Evolution,"Sexual size dimorphism of adults proximately results from a combination of sexually dimorphic growth patterns and selection on growing individuals. Yet, most studies of the evolution of dimorphism have focused on correlates of only adult morphologies. Here we"
Integrating the genotype and phenotype in hominid paleontology,['LJ Hlusko'],2004,Proceedings of the National Academy of …,Competing interpretations of human origins and evolution have recently proliferated despite the accelerated pace of fossil discovery. These controversies parallel those involving other vertebrate families and result from the difficulty of studying evolution among closely related
Mating success and survival rate in a population of damselflies: results at variance with theory?,"['JE Hafernik Jr', 'RW Garrison']",1986,The American Naturalist,"Sexual-selection theory makes two predictions.(1) Males usually vary more in mating success than do females (the Bateman principle), and this difference should be more pronounced in sexually dimorphic, polygamous species than in non-dimorphic"
Origin of the human canine: a new solution to an old enigma,['LO Greenfield'],1992,American Journal of Physical Anthropology,"Comparative dental data derived from 60 anthropoid species and observations of naturalistic behavior can be used to construct a selection model which accounts for the size and morphology of the three classes of canines (adult male, adult female, and deciduous) in"
"Sex-specific splicing in Drosophila: widespread occurrence, tissue specificity and evolutionary conservation","['M Telonis-Scott', 'A Kopp', 'ML Wayne', 'SV Nuzhdin']",2009,Genetics,"Many genes in eukaryotic genomes produce multiple transcripts through a variety of molecular mechanisms including alternative splicing. Alternatively spliced transcripts often encode functionally distinct proteins, indicating that gene regulation at this level makes an"
